agent_id,x,y,coverage,size
pipuck1,-10.2539,-10.2539,-1,0.164062
pipuck1,-10.2539,-10.0898,-1,0.164062
pipuck1,-10.2539,-9.92578,-1,0.164062
pipuck1,-10.2539,-9.76172,-1,0.164062
pipuck1,-10.2539,-9.59766,-1,0.164062
pipuck1,-10.2539,-9.43359,-1,0.164062
pipuck1,-10.2539,-9.26953,-1,0.164062
pipuck1,-10.2539,-9.10547,-1,0.164062
pipuck1,-10.2539,-8.94141,-1,0.164062
pipuck1,-10.2539,-8.77734,-1,0.164062
pipuck1,-10.2539,-8.61328,-1,0.164062
pipuck1,-10.2539,-8.44922,-1,0.164062
pipuck1,-10.2539,-8.28516,-1,0.164062
pipuck1,-10.2539,-8.12109,-1,0.164062
pipuck1,-10.2539,-7.95703,-1,0.164062
pipuck1,-10.2539,-7.79297,-1,0.164062
pipuck1,-10.2539,-7.62891,-1,0.164062
pipuck1,-10.2539,-7.46484,-1,0.164062
pipuck1,-10.2539,-7.30078,-1,0.164062
pipuck1,-10.2539,-7.13672,-1,0.164062
pipuck1,-10.2539,-6.97266,-1,0.164062
pipuck1,-10.2539,-6.80859,-1,0.164062
pipuck1,-10.2539,-6.64453,-1,0.164062
pipuck1,-10.2539,-6.48047,-1,0.164062
pipuck1,-10.2539,-6.31641,-1,0.164062
pipuck1,-10.2539,-6.15234,-1,0.164062
pipuck1,-10.2539,-5.98828,-1,0.164062
pipuck1,-10.2539,-5.82422,-1,0.164062
pipuck1,-10.2539,-5.66016,-1,0.164062
pipuck1,-10.2539,-5.49609,-1,0.164062
pipuck1,-10.2539,-5.33203,-1,0.164062
pipuck1,-10.2539,-5.16797,-1,0.164062
pipuck1,-10.2539,-5.00391,-1,0.164062
pipuck1,-10.2539,-4.83984,-1,0.164062
pipuck1,-10.2539,-4.67578,-1,0.164062
pipuck1,-10.2539,-4.51172,-1,0.164062
pipuck1,-10.2539,-4.34766,-1,0.164062
pipuck1,-10.2539,-4.18359,-1,0.164062
pipuck1,-10.2539,-4.01953,-1,0.164062
pipuck1,-10.2539,-3.85547,-1,0.164062
pipuck1,-10.2539,-3.69141,-1,0.164062
pipuck1,-10.2539,-3.52734,-1,0.164062
pipuck1,-10.2539,-3.36328,-1,0.164062
pipuck1,-10.2539,-3.19922,-1,0.164062
pipuck1,-10.2539,-3.03516,-1,0.164062
pipuck1,-10.2539,-2.87109,-1,0.164062
pipuck1,-10.2539,-2.70703,-1,0.164062
pipuck1,-10.2539,-2.54297,-1,0.164062
pipuck1,-10.2539,-2.37891,-1,0.164062
pipuck1,-10.2539,-2.21484,-1,0.164062
pipuck1,-10.2539,-2.05078,-1,0.164062
pipuck1,-10.2539,-1.88672,-1,0.164062
pipuck1,-10.2539,-1.72266,-1,0.164062
pipuck1,-10.2539,-1.55859,-1,0.164062
pipuck1,-10.2539,-1.39453,-1,0.164062
pipuck1,-10.2539,-1.23047,-1,0.164062
pipuck1,-10.2539,-1.06641,-1,0.164062
pipuck1,-10.2539,-0.902344,-1,0.164062
pipuck1,-10.2539,-0.738281,-1,0.164062
pipuck1,-10.2539,-0.574219,-1,0.164062
pipuck1,-10.2539,-0.410156,-1,0.164062
pipuck1,-10.2539,-0.246094,-1,0.164062
pipuck1,-10.2539,-0.0820312,-1,0.164062
pipuck1,-10.2539,0.0820312,-1,0.164062
pipuck1,-10.2539,0.246094,-1,0.164062
pipuck1,-10.2539,0.410156,-1,0.164062
pipuck1,-10.2539,0.574219,-1,0.164062
pipuck1,-10.2539,0.738281,-1,0.164062
pipuck1,-10.2539,0.902344,-1,0.164062
pipuck1,-10.2539,1.06641,-1,0.164062
pipuck1,-10.2539,1.23047,-1,0.164062
pipuck1,-10.2539,1.39453,-1,0.164062
pipuck1,-10.2539,1.55859,-1,0.164062
pipuck1,-10.2539,1.72266,-1,0.164062
pipuck1,-10.2539,1.88672,-1,0.164062
pipuck1,-10.2539,2.05078,-1,0.164062
pipuck1,-10.2539,2.21484,-1,0.164062
pipuck1,-10.2539,2.37891,-1,0.164062
pipuck1,-10.2539,2.54297,-1,0.164062
pipuck1,-10.2539,2.70703,-1,0.164062
pipuck1,-10.2539,2.87109,-1,0.164062
pipuck1,-10.2539,3.03516,-1,0.164062
pipuck1,-10.2539,3.19922,-1,0.164062
pipuck1,-10.2539,3.36328,-1,0.164062
pipuck1,-10.2539,3.52734,-1,0.164062
pipuck1,-10.2539,3.69141,-1,0.164062
pipuck1,-10.2539,3.85547,-1,0.164062
pipuck1,-10.2539,4.01953,-1,0.164062
pipuck1,-10.2539,4.18359,-1,0.164062
pipuck1,-10.2539,4.34766,-1,0.164062
pipuck1,-10.2539,4.51172,-1,0.164062
pipuck1,-10.2539,4.67578,-1,0.164062
pipuck1,-10.2539,4.83984,-1,0.164062
pipuck1,-10.2539,5.00391,-1,0.164062
pipuck1,-10.2539,5.16797,-1,0.164062
pipuck1,-10.2539,5.33203,-1,0.164062
pipuck1,-10.2539,5.49609,-1,0.164062
pipuck1,-10.2539,5.66016,-1,0.164062
pipuck1,-10.2539,5.82422,-1,0.164062
pipuck1,-10.2539,5.98828,-1,0.164062
pipuck1,-10.2539,6.15234,-1,0.164062
pipuck1,-10.2539,6.31641,-1,0.164062
pipuck1,-10.2539,6.48047,-1,0.164062
pipuck1,-10.2539,6.64453,-1,0.164062
pipuck1,-10.2539,6.80859,-1,0.164062
pipuck1,-10.2539,6.97266,-1,0.164062
pipuck1,-10.2539,7.13672,-1,0.164062
pipuck1,-10.2539,7.30078,-1,0.164062
pipuck1,-10.2539,7.46484,-1,0.164062
pipuck1,-10.2539,7.62891,-1,0.164062
pipuck1,-10.2539,7.79297,-1,0.164062
pipuck1,-10.2539,7.95703,-1,0.164062
pipuck1,-10.2539,8.12109,-1,0.164062
pipuck1,-10.2539,8.28516,-1,0.164062
pipuck1,-10.2539,8.44922,-1,0.164062
pipuck1,-10.2539,8.61328,-1,0.164062
pipuck1,-10.2539,8.77734,-1,0.164062
pipuck1,-10.2539,8.94141,-1,0.164062
pipuck1,-10.2539,9.10547,-1,0.164062
pipuck1,-10.2539,9.26953,-1,0.164062
pipuck1,-10.2539,9.43359,-1,0.164062
pipuck1,-10.2539,9.59766,-1,0.164062
pipuck1,-10.2539,9.76172,-1,0.164062
pipuck1,-10.2539,9.92578,-1,0.164062
pipuck1,-10.2539,10.0898,-1,0.164062
pipuck1,-10.2539,10.2539,-1,0.164062
pipuck1,-10.2539,10.418,-1,0.164062
pipuck1,-10.0898,-10.418,-1,0.164062
pipuck1,-10.0898,-10.2539,-1,0.164062
pipuck1,-10.0898,-10.0898,-1,0.164062
pipuck1,-10.0898,-9.92578,-1,0.164062
pipuck1,-10.0898,-9.76172,-1,0.164062
pipuck1,-10.0898,-9.59766,-1,0.164062
pipuck1,-10.0898,-9.43359,-1,0.164062
pipuck1,-10.0898,-9.26953,-1,0.164062
pipuck1,-10.0898,-9.10547,-1,0.164062
pipuck1,-10.0898,-8.94141,-1,0.164062
pipuck1,-10.0898,-8.77734,-1,0.164062
pipuck1,-10.0898,-8.61328,-1,0.164062
pipuck1,-10.0898,-8.44922,-1,0.164062
pipuck1,-10.0898,-8.28516,-1,0.164062
pipuck1,-10.0898,-8.12109,-1,0.164062
pipuck1,-10.0898,-7.95703,-1,0.164062
pipuck1,-10.0898,-7.79297,-1,0.164062
pipuck1,-10.0898,-7.62891,-1,0.164062
pipuck1,-10.0898,-7.46484,-1,0.164062
pipuck1,-10.0898,-7.30078,-1,0.164062
pipuck1,-10.0898,-7.13672,-1,0.164062
pipuck1,-10.0898,-6.97266,-1,0.164062
pipuck1,-10.0898,-6.80859,-1,0.164062
pipuck1,-10.0898,-6.64453,-1,0.164062
pipuck1,-10.0898,-6.48047,-1,0.164062
pipuck1,-10.0898,-6.31641,-1,0.164062
pipuck1,-10.0898,-6.15234,-1,0.164062
pipuck1,-10.0898,-5.98828,-1,0.164062
pipuck1,-10.0898,-5.82422,-1,0.164062
pipuck1,-10.0898,-5.66016,-1,0.164062
pipuck1,-10.0898,-5.49609,-1,0.164062
pipuck1,-10.0898,-5.33203,-1,0.164062
pipuck1,-10.0898,-5.16797,-1,0.164062
pipuck1,-10.0898,-5.00391,-1,0.164062
pipuck1,-10.0898,-4.83984,-1,0.164062
pipuck1,-10.0898,-4.67578,-1,0.164062
pipuck1,-10.0898,-4.51172,-1,0.164062
pipuck1,-10.0898,-4.34766,-1,0.164062
pipuck1,-10.0898,-4.18359,-1,0.164062
pipuck1,-10.0898,-4.01953,-1,0.164062
pipuck1,-10.0898,-3.85547,-1,0.164062
pipuck1,-10.0898,-3.69141,-1,0.164062
pipuck1,-10.0898,-3.52734,-1,0.164062
pipuck1,-10.0898,-3.36328,-1,0.164062
pipuck1,-10.0898,-3.19922,-1,0.164062
pipuck1,-10.0898,-3.03516,-1,0.164062
pipuck1,-10.0898,-2.87109,-1,0.164062
pipuck1,-10.0898,-2.70703,-1,0.164062
pipuck1,-10.0898,-2.54297,-1,0.164062
pipuck1,-10.0898,-2.37891,-1,0.164062
pipuck1,-10.0898,-2.21484,-1,0.164062
pipuck1,-10.0898,-2.05078,-1,0.164062
pipuck1,-10.0898,-1.88672,-1,0.164062
pipuck1,-10.0898,-1.72266,-1,0.164062
pipuck1,-10.0898,-1.55859,-1,0.164062
pipuck1,-10.0898,-1.39453,-1,0.164062
pipuck1,-10.0898,-1.23047,-1,0.164062
pipuck1,-10.0898,-1.06641,-1,0.164062
pipuck1,-10.0898,-0.902344,-1,0.164062
pipuck1,-10.0898,-0.738281,-1,0.164062
pipuck1,-10.0898,-0.574219,-1,0.164062
pipuck1,-10.0898,-0.410156,-1,0.164062
pipuck1,-10.0898,-0.246094,-1,0.164062
pipuck1,-10.0898,-0.0820312,-1,0.164062
pipuck1,-10.0898,0.0820312,-1,0.164062
pipuck1,-10.0898,0.246094,-1,0.164062
pipuck1,-10.0898,0.410156,-1,0.164062
pipuck1,-10.0898,0.574219,-1,0.164062
pipuck1,-10.0898,0.738281,-1,0.164062
pipuck1,-10.0898,0.902344,-1,0.164062
pipuck1,-10.0898,1.06641,-1,0.164062
pipuck1,-10.0898,1.23047,-1,0.164062
pipuck1,-10.0898,1.39453,-1,0.164062
pipuck1,-10.0898,1.55859,-1,0.164062
pipuck1,-10.0898,1.72266,-1,0.164062
pipuck1,-10.0898,1.88672,-1,0.164062
pipuck1,-10.0898,2.05078,-1,0.164062
pipuck1,-10.0898,2.21484,-1,0.164062
pipuck1,-10.0898,2.37891,-1,0.164062
pipuck1,-10.0898,2.54297,-1,0.164062
pipuck1,-10.0898,2.70703,-1,0.164062
pipuck1,-10.0898,2.87109,-1,0.164062
pipuck1,-10.0898,3.03516,-1,0.164062
pipuck1,-10.0898,3.19922,-1,0.164062
pipuck1,-10.0898,3.36328,-1,0.164062
pipuck1,-10.0898,3.52734,-1,0.164062
pipuck1,-10.0898,3.69141,-1,0.164062
pipuck1,-10.0898,3.85547,-1,0.164062
pipuck1,-10.0898,4.01953,-1,0.164062
pipuck1,-10.0898,4.18359,-1,0.164062
pipuck1,-10.0898,4.34766,-1,0.164062
pipuck1,-10.0898,4.51172,-1,0.164062
pipuck1,-10.0898,4.67578,-1,0.164062
pipuck1,-10.0898,4.83984,-1,0.164062
pipuck1,-10.0898,5.00391,-1,0.164062
pipuck1,-10.0898,5.16797,-1,0.164062
pipuck1,-10.0898,5.33203,-1,0.164062
pipuck1,-10.0898,5.49609,-1,0.164062
pipuck1,-10.0898,5.66016,-1,0.164062
pipuck1,-10.0898,5.82422,-1,0.164062
pipuck1,-10.0898,5.98828,-1,0.164062
pipuck1,-10.0898,6.15234,-1,0.164062
pipuck1,-10.0898,6.31641,-1,0.164062
pipuck1,-10.0898,6.48047,-1,0.164062
pipuck1,-10.0898,6.64453,-1,0.164062
pipuck1,-10.0898,6.80859,-1,0.164062
pipuck1,-10.0898,6.97266,-1,0.164062
pipuck1,-10.0898,7.13672,-1,0.164062
pipuck1,-10.0898,7.30078,-1,0.164062
pipuck1,-10.0898,7.46484,-1,0.164062
pipuck1,-10.0898,7.62891,-1,0.164062
pipuck1,-10.0898,7.79297,-1,0.164062
pipuck1,-10.0898,7.95703,-1,0.164062
pipuck1,-10.0898,8.12109,-1,0.164062
pipuck1,-10.0898,8.28516,-1,0.164062
pipuck1,-10.0898,8.44922,-1,0.164062
pipuck1,-10.0898,8.61328,-1,0.164062
pipuck1,-10.0898,8.77734,-1,0.164062
pipuck1,-10.0898,8.94141,-1,0.164062
pipuck1,-10.0898,9.10547,-1,0.164062
pipuck1,-10.0898,9.26953,-1,0.164062
pipuck1,-10.0898,9.43359,-1,0.164062
pipuck1,-10.0898,9.59766,-1,0.164062
pipuck1,-10.0898,9.76172,-1,0.164062
pipuck1,-10.0898,9.92578,-1,0.164062
pipuck1,-10.0898,10.0898,-1,0.164062
pipuck1,-10.0898,10.2539,-1,0.164062
pipuck1,-10.0898,10.418,-1,0.164062
pipuck1,-9.92578,-10.418,-1,0.164062
pipuck1,-9.92578,-10.2539,-1,0.164062
pipuck1,-9.92578,-10.0898,-1,0.164062
pipuck1,-9.92578,-9.92578,-1,0.164062
pipuck1,-9.92578,-9.76172,-1,0.164062
pipuck1,-9.92578,-9.59766,-1,0.164062
pipuck1,-9.92578,-9.43359,-1,0.164062
pipuck1,-9.92578,-9.26953,-1,0.164062
pipuck1,-9.92578,-9.10547,-1,0.164062
pipuck1,-9.92578,-8.94141,-1,0.164062
pipuck1,-9.92578,-8.77734,-1,0.164062
pipuck1,-9.92578,-8.61328,-1,0.164062
pipuck1,-9.92578,-8.44922,-1,0.164062
pipuck1,-9.92578,-8.28516,-1,0.164062
pipuck1,-9.92578,-8.12109,-1,0.164062
pipuck1,-9.92578,-7.95703,-1,0.164062
pipuck1,-9.92578,-7.79297,-1,0.164062
pipuck1,-9.92578,-7.62891,-1,0.164062
pipuck1,-9.92578,-7.46484,-1,0.164062
pipuck1,-9.92578,-7.30078,-1,0.164062
pipuck1,-9.92578,-7.13672,-1,0.164062
pipuck1,-9.92578,-6.97266,-1,0.164062
pipuck1,-9.92578,-6.80859,-1,0.164062
pipuck1,-9.92578,-6.64453,-1,0.164062
pipuck1,-9.92578,-6.48047,-1,0.164062
pipuck1,-9.92578,-6.31641,-1,0.164062
pipuck1,-9.92578,-6.15234,-1,0.164062
pipuck1,-9.92578,-5.98828,-1,0.164062
pipuck1,-9.92578,-5.82422,-1,0.164062
pipuck1,-9.92578,-5.66016,-1,0.164062
pipuck1,-9.92578,-5.49609,-1,0.164062
pipuck1,-9.92578,-5.33203,-1,0.164062
pipuck1,-9.92578,-5.16797,-1,0.164062
pipuck1,-9.92578,-5.00391,-1,0.164062
pipuck1,-9.92578,-4.83984,-1,0.164062
pipuck1,-9.92578,-4.67578,-1,0.164062
pipuck1,-9.92578,-4.51172,-1,0.164062
pipuck1,-9.92578,-4.34766,-1,0.164062
pipuck1,-9.92578,-4.18359,-1,0.164062
pipuck1,-9.92578,-4.01953,-1,0.164062
pipuck1,-9.92578,-3.85547,-1,0.164062
pipuck1,-9.92578,-3.69141,-1,0.164062
pipuck1,-9.92578,-3.52734,-1,0.164062
pipuck1,-9.92578,-3.36328,-1,0.164062
pipuck1,-9.92578,-3.19922,-1,0.164062
pipuck1,-9.92578,-3.03516,-1,0.164062
pipuck1,-9.92578,-2.87109,-1,0.164062
pipuck1,-9.92578,-2.70703,-1,0.164062
pipuck1,-9.92578,-2.54297,-1,0.164062
pipuck1,-9.92578,-2.37891,-1,0.164062
pipuck1,-9.92578,-2.21484,-1,0.164062
pipuck1,-9.92578,-2.05078,-1,0.164062
pipuck1,-9.92578,-1.88672,-1,0.164062
pipuck1,-9.92578,-1.72266,-1,0.164062
pipuck1,-9.92578,-1.55859,-1,0.164062
pipuck1,-9.92578,-1.39453,-1,0.164062
pipuck1,-9.92578,-1.23047,-1,0.164062
pipuck1,-9.92578,-1.06641,-1,0.164062
pipuck1,-9.92578,-0.902344,-1,0.164062
pipuck1,-9.92578,-0.738281,-1,0.164062
pipuck1,-9.92578,-0.574219,-1,0.164062
pipuck1,-9.92578,-0.410156,-1,0.164062
pipuck1,-9.92578,-0.246094,-1,0.164062
pipuck1,-9.92578,-0.0820312,-1,0.164062
pipuck1,-9.92578,0.0820312,-1,0.164062
pipuck1,-9.92578,0.246094,-1,0.164062
pipuck1,-9.92578,0.410156,-1,0.164062
pipuck1,-9.92578,0.574219,-1,0.164062
pipuck1,-9.92578,0.738281,-1,0.164062
pipuck1,-9.92578,0.902344,-1,0.164062
pipuck1,-9.92578,1.06641,-1,0.164062
pipuck1,-9.92578,1.23047,-1,0.164062
pipuck1,-9.92578,1.39453,-1,0.164062
pipuck1,-9.92578,1.55859,-1,0.164062
pipuck1,-9.92578,1.72266,-1,0.164062
pipuck1,-9.92578,1.88672,-1,0.164062
pipuck1,-9.92578,2.05078,-1,0.164062
pipuck1,-9.92578,2.21484,-1,0.164062
pipuck1,-9.92578,2.37891,-1,0.164062
pipuck1,-9.92578,2.54297,-1,0.164062
pipuck1,-9.92578,2.70703,-1,0.164062
pipuck1,-9.92578,2.87109,-1,0.164062
pipuck1,-9.92578,3.03516,-1,0.164062
pipuck1,-9.92578,3.19922,-1,0.164062
pipuck1,-9.92578,3.36328,-1,0.164062
pipuck1,-9.92578,3.52734,-1,0.164062
pipuck1,-9.92578,3.69141,-1,0.164062
pipuck1,-9.92578,3.85547,-1,0.164062
pipuck1,-9.92578,4.01953,-1,0.164062
pipuck1,-9.92578,4.18359,-1,0.164062
pipuck1,-9.92578,4.34766,-1,0.164062
pipuck1,-9.92578,4.51172,-1,0.164062
pipuck1,-9.92578,4.67578,-1,0.164062
pipuck1,-9.92578,4.83984,-1,0.164062
pipuck1,-9.92578,5.00391,-1,0.164062
pipuck1,-9.92578,5.16797,-1,0.164062
pipuck1,-9.92578,5.33203,-1,0.164062
pipuck1,-9.92578,5.49609,-1,0.164062
pipuck1,-9.92578,5.66016,-1,0.164062
pipuck1,-9.92578,5.82422,-1,0.164062
pipuck1,-9.92578,5.98828,-1,0.164062
pipuck1,-9.92578,6.15234,-1,0.164062
pipuck1,-9.92578,6.31641,-1,0.164062
pipuck1,-9.92578,6.48047,-1,0.164062
pipuck1,-9.92578,6.64453,-1,0.164062
pipuck1,-9.92578,6.80859,-1,0.164062
pipuck1,-9.92578,6.97266,-1,0.164062
pipuck1,-9.92578,7.13672,-1,0.164062
pipuck1,-9.92578,7.30078,-1,0.164062
pipuck1,-9.92578,7.46484,-1,0.164062
pipuck1,-9.92578,7.62891,-1,0.164062
pipuck1,-9.92578,7.79297,-1,0.164062
pipuck1,-9.92578,7.95703,-1,0.164062
pipuck1,-9.92578,8.12109,-1,0.164062
pipuck1,-9.92578,8.28516,-1,0.164062
pipuck1,-9.92578,8.44922,-1,0.164062
pipuck1,-9.92578,8.61328,-1,0.164062
pipuck1,-9.92578,8.77734,-1,0.164062
pipuck1,-9.92578,8.94141,-1,0.164062
pipuck1,-9.92578,9.10547,-1,0.164062
pipuck1,-9.92578,9.26953,-1,0.164062
pipuck1,-9.92578,9.43359,-1,0.164062
pipuck1,-9.92578,9.59766,-1,0.164062
pipuck1,-9.92578,9.76172,-1,0.164062
pipuck1,-9.92578,9.92578,-1,0.164062
pipuck1,-9.92578,10.0898,-1,0.164062
pipuck1,-9.92578,10.2539,-1,0.164062
pipuck1,-9.92578,10.418,-1,0.164062
pipuck1,-9.76172,-10.418,-1,0.164062
pipuck1,-9.76172,-10.2539,-1,0.164062
pipuck1,-9.76172,-10.0898,-1,0.164062
pipuck1,-9.76172,-9.92578,-1,0.164062
pipuck1,-9.76172,-9.76172,-1,0.164062
pipuck1,-9.76172,-9.59766,-1,0.164062
pipuck1,-9.76172,-9.43359,-1,0.164062
pipuck1,-9.76172,-9.26953,-1,0.164062
pipuck1,-9.76172,-9.10547,-1,0.164062
pipuck1,-9.76172,-8.94141,-1,0.164062
pipuck1,-9.76172,-8.77734,-1,0.164062
pipuck1,-9.76172,-8.61328,-1,0.164062
pipuck1,-9.76172,-8.44922,-1,0.164062
pipuck1,-9.76172,-8.28516,-1,0.164062
pipuck1,-9.76172,-8.12109,-1,0.164062
pipuck1,-9.76172,-7.95703,-1,0.164062
pipuck1,-9.76172,-7.79297,-1,0.164062
pipuck1,-9.76172,-7.62891,-1,0.164062
pipuck1,-9.76172,-7.46484,-1,0.164062
pipuck1,-9.76172,-7.30078,-1,0.164062
pipuck1,-9.76172,-7.13672,-1,0.164062
pipuck1,-9.76172,-6.97266,-1,0.164062
pipuck1,-9.76172,-6.80859,-1,0.164062
pipuck1,-9.76172,-6.64453,-1,0.164062
pipuck1,-9.76172,-6.48047,-1,0.164062
pipuck1,-9.76172,-6.31641,-1,0.164062
pipuck1,-9.76172,-6.15234,-1,0.164062
pipuck1,-9.76172,-5.98828,-1,0.164062
pipuck1,-9.76172,-5.82422,-1,0.164062
pipuck1,-9.76172,-5.66016,-1,0.164062
pipuck1,-9.76172,-5.49609,-1,0.164062
pipuck1,-9.76172,-5.33203,-1,0.164062
pipuck1,-9.76172,-5.16797,-1,0.164062
pipuck1,-9.76172,-5.00391,-1,0.164062
pipuck1,-9.76172,-4.83984,9.23333,0.164062
pipuck1,-9.76172,-4.67578,10.1,0.164062
pipuck1,-9.76172,-4.51172,9.9,0.164062
pipuck1,-9.76172,-4.34766,9.76667,0.164062
pipuck1,-9.76172,-4.18359,9.66667,0.164062
