agent_id,box_x,box_y,box_size,pheromone
pipuck1,-0.429688,-3.69531,0.171875,0.566049,
pipuck1,-0.257812,-3.52344,0.171875,0.519839,
pipuck1,-0.0859375,-3.52344,0.171875,0.557343,
pipuck1,-0.257812,-3.69531,0.171875,0.539601,
pipuck1,-0.0859375,-3.69531,0.171875,0.567073,
pipuck1,-0.601562,-3.86719,0.171875,0.519632,
pipuck1,-0.429688,-3.86719,0.171875,0.536267,
pipuck1,-0.601562,-4.03906,0.171875,0.519619,
pipuck1,-0.429688,-4.03906,0.171875,0.546003,
pipuck1,-0.257812,-3.86719,0.171875,0.519819,
pipuck1,-0.0859375,-3.86719,0.171875,0.547459,
pipuck1,-0.257812,-4.03906,0.171875,0.529429,
pipuck1,-0.0859375,-4.03906,0.171875,0.547012,
pipuck1,-2.66406,-4.38281,0.171875,0.517639,
pipuck1,-2.49219,-4.38281,0.171875,0.517639,
pipuck1,-2.32031,-4.21094,0.171875,0.508823,
pipuck1,-2.32031,-4.38281,0.171875,0.517639,
pipuck1,-2.14844,-4.38281,0.171875,0.517639,
pipuck1,-1.97656,-4.38281,0.171875,0.508823,
pipuck1,-1.80469,-4.38281,0.171875,0.508823,
pipuck1,-1.46094,-4.21094,0.171875,0.51641,
pipuck1,-1.63281,-4.38281,0.171875,0.508823,
pipuck1,-1.46094,-4.38281,0.171875,0.520508,
pipuck1,-1.97656,-4.55469,0.171875,0.517633,
pipuck1,-1.80469,-4.55469,0.171875,0.526441,
pipuck1,-1.80469,-4.72656,0.171875,0.508823,
pipuck1,-1.63281,-4.55469,0.171875,0.526441,
pipuck1,-1.46094,-4.55469,0.171875,0.524603,
pipuck1,-1.63281,-4.72656,0.171875,0.508823,
pipuck1,-1.46094,-4.72656,0.171875,0.508823,
pipuck1,-1.46094,-4.89844,0.171875,0.39513,
pipuck1,-1.28906,-4.38281,0.171875,0.508823,
pipuck1,-1.11719,-4.38281,0.171875,0.508823,
pipuck1,-0.945312,-4.21094,0.171875,0.526441,
pipuck1,-0.773438,-4.21094,0.171875,0.529658,
pipuck1,-0.945312,-4.38281,0.171875,0.526441,
pipuck1,-0.773438,-4.38281,0.171875,0.518784,
pipuck1,-1.28906,-4.55469,0.171875,0.520545,
pipuck1,-1.11719,-4.55469,0.171875,0.508823,
pipuck1,-1.28906,-4.72656,0.171875,0.508823,
pipuck1,-1.11719,-4.72656,0.171875,0.502938,
pipuck1,-0.945312,-4.55469,0.171875,0.508823,
pipuck1,-0.773438,-4.55469,0.171875,0.528643,
pipuck1,-0.945312,-4.72656,0.171875,0.517622,
pipuck1,-0.773438,-4.72656,0.171875,0.528623,
pipuck1,-0.601562,-4.21094,0.171875,0.519785,
pipuck1,-0.429688,-4.21094,0.171875,0.529658,
pipuck1,-0.601562,-4.38281,0.171875,0.519772,
pipuck1,-0.429688,-4.38281,0.171875,0.546347,
pipuck1,-0.257812,-4.21094,0.171875,0.529658,
pipuck1,-0.0859375,-4.21094,0.171875,0.529658,
pipuck1,-0.257812,-4.38281,0.171875,0.519772,
pipuck1,-0.0859375,-4.38281,0.171875,0.529638,
pipuck1,-0.601562,-4.55469,0.171875,0.528643,
pipuck1,-0.429688,-4.55469,0.171875,0.457089,
pipuck1,-0.601562,-4.72656,0.171875,0.528615,
pipuck1,-0.429688,-4.72656,0.171875,0.531566,
pipuck1,-0.257812,-4.55469,0.171875,0.544367,
pipuck1,-0.0859375,-4.55469,0.171875,0.550235,
pipuck1,-0.257812,-4.72656,0.171875,0.519745,
pipuck1,-0.0859375,-4.72656,0.171875,0.519745,
pipuck1,-1.11719,-4.89844,0.171875,0.464715,
pipuck1,-0.945312,-4.89844,0.171875,0.429102,
pipuck1,-0.773438,-4.89844,0.171875,0.509873,
pipuck1,-0.601562,-4.89844,0.171875,0.403967,
pipuck1,-0.429688,-4.89844,0.171875,0.510416,
pipuck1,-0.257812,-4.89844,0.171875,0.463684,
pipuck1,-0.0859375,-4.89844,0.171875,0.464271,
pipuck1,0.257812,-2.66406,0.171875,0.508823,
pipuck1,0.773438,-2.66406,0.171875,0.519752,
pipuck1,0.945312,-2.66406,0.171875,0.529628,
pipuck1,1.11719,-2.66406,0.171875,0.519772,
pipuck1,1.28906,-2.66406,0.171875,0.539508,
pipuck1,1.46094,-2.66406,0.171875,0.529668,
pipuck1,0.0859375,-2.83594,0.171875,0.57915,
pipuck1,0.257812,-2.83594,0.171875,0.588054,
pipuck1,0.0859375,-3.00781,0.171875,0.559463,
pipuck1,0.257812,-3.00781,0.171875,0.635453,
pipuck1,0.601562,-2.83594,0.171875,0.465574,
pipuck1,0.429688,-3.00781,0.171875,0.418693,
pipuck1,0.601562,-3.00781,0.171875,0.464654,
pipuck1,0.0859375,-3.17969,0.171875,0.529788,
pipuck1,0.257812,-3.17969,0.171875,0.636151,
pipuck1,0.0859375,-3.35156,0.171875,0.549542,
pipuck1,0.257812,-3.35156,0.171875,0.588666,
pipuck1,0.429688,-3.17969,0.171875,0.570315,
pipuck1,0.601562,-3.17969,0.171875,0.510578,
pipuck1,0.429688,-3.35156,0.171875,0.609556,
pipuck1,0.601562,-3.35156,0.171875,0.572297,
pipuck1,0.773438,-2.83594,0.171875,0.519752,
pipuck1,0.945312,-2.83594,0.171875,0.529628,
pipuck1,0.773438,-3.00781,0.171875,0.519752,
pipuck1,0.945312,-3.00781,0.171875,0.529628,
pipuck1,1.11719,-2.83594,0.171875,0.529638,
pipuck1,1.28906,-2.83594,0.171875,0.529658,
pipuck1,1.11719,-3.00781,0.171875,0.539494,
pipuck1,1.28906,-3.00781,0.171875,0.539521,
pipuck1,0.773438,-3.17969,0.171875,0.511054,
pipuck1,0.945312,-3.17969,0.171875,0.539468,
pipuck1,0.773438,-3.35156,0.171875,0.513169,
pipuck1,0.945312,-3.35156,0.171875,0.539468,
pipuck1,1.11719,-3.17969,0.171875,0.539494,
pipuck1,1.28906,-3.17969,0.171875,0.539521,
pipuck1,1.11719,-3.35156,0.171875,0.549309,
pipuck1,1.28906,-3.35156,0.171875,0.549359,
pipuck1,0.0859375,-3.52344,0.171875,0.549508,
pipuck1,0.257812,-3.52344,0.171875,0.539681,
pipuck1,0.0859375,-3.69531,0.171875,0.539627,
pipuck1,0.257812,-3.69531,0.171875,0.529768,
pipuck1,0.515625,-3.60938,0.34375,0.619713,
pipuck1,0.0859375,-3.86719,0.171875,0.539601,
pipuck1,0.257812,-3.86719,0.171875,0.569068,
pipuck1,0.0859375,-4.03906,0.171875,0.549425,
pipuck1,0.257812,-4.03906,0.171875,0.559244,
pipuck1,0.429688,-3.86719,0.171875,0.593623,
pipuck1,0.601562,-3.86719,0.171875,0.578991,
pipuck1,0.429688,-4.03906,0.171875,0.565747,
pipuck1,0.601562,-4.03906,0.171875,0.578859,
pipuck1,0.773438,-3.52344,0.171875,0.524289,
pipuck1,0.945312,-3.52344,0.171875,0.539468,
pipuck1,0.773438,-3.69531,0.171875,0.567626,
pipuck1,0.945312,-3.69531,0.171875,0.549276,
pipuck1,1.11719,-3.52344,0.171875,0.559104,
pipuck1,1.28906,-3.52344,0.171875,0.559164,
pipuck1,1.11719,-3.69531,0.171875,0.568837,
pipuck1,1.28906,-3.69531,0.171875,0.578621,
pipuck1,0.773438,-3.86719,0.171875,0.63342,
pipuck1,0.945312,-3.86719,0.171875,0.562442,
pipuck1,0.773438,-4.03906,0.171875,0.675618,
pipuck1,0.945312,-4.03906,0.171875,0.615085,
pipuck1,1.11719,-3.86719,0.171875,0.588162,
pipuck1,1.28906,-3.86719,0.171875,0.597878,
pipuck1,1.11719,-4.03906,0.171875,0.627122,
pipuck1,1.28906,-4.03906,0.171875,0.597944,
pipuck1,1.46094,-2.83594,0.171875,0.539534,
pipuck1,1.63281,-2.83594,0.171875,0.529688,
pipuck1,1.46094,-3.00781,0.171875,0.529678,
pipuck1,1.63281,-3.00781,0.171875,0.539561,
pipuck1,1.80469,-2.83594,0.171875,0.539574,
pipuck1,1.97656,-2.83594,0.171875,0.509827,
pipuck1,1.80469,-3.00781,0.171875,0.539587,
pipuck1,1.97656,-3.00781,0.171875,0.529728,
pipuck1,1.46094,-3.17969,0.171875,0.539548,
pipuck1,1.63281,-3.17969,0.171875,0.539574,
pipuck1,1.46094,-3.35156,0.171875,0.529688,
pipuck1,1.63281,-3.35156,0.171875,0.549425,
pipuck1,1.80469,-3.17969,0.171875,0.529718,
pipuck1,1.97656,-3.17969,0.171875,0.539614,
pipuck1,1.80469,-3.35156,0.171875,0.529728,
pipuck1,1.97656,-3.35156,0.171875,0.559303,
pipuck1,2.14844,-3.00781,0.171875,0.519839,
pipuck1,2.14844,-3.17969,0.171875,0.519845,
pipuck1,2.32031,-3.17969,0.171875,0.529758,
pipuck1,2.14844,-3.35156,0.171875,0.529758,
pipuck1,2.32031,-3.35156,0.171875,0.519859,
pipuck1,2.49219,-3.35156,0.171875,0.529778,
pipuck1,1.46094,-3.52344,0.171875,0.529698,
pipuck1,1.63281,-3.52344,0.171875,0.559244,
pipuck1,1.46094,-3.69531,0.171875,0.529718,
pipuck1,1.63281,-3.69531,0.171875,0.569045,
pipuck1,1.80469,-3.52344,0.171875,0.529748,
pipuck1,1.97656,-3.52344,0.171875,0.529758,
pipuck1,1.80469,-3.69531,0.171875,0.549508,
pipuck1,1.97656,-3.69531,0.171875,0.529778,
pipuck1,1.46094,-3.86719,0.171875,0.559264,
pipuck1,1.63281,-3.86719,0.171875,0.549508,
pipuck1,1.46094,-4.03906,0.171875,0.617056,
pipuck1,1.63281,-4.03906,0.171875,0.645626,
pipuck1,1.80469,-3.86719,0.171875,0.559363,
pipuck1,1.97656,-3.86719,0.171875,0.698423,
pipuck1,1.80469,-4.03906,0.171875,0.681315,
pipuck1,1.97656,-4.03906,0.171875,0.53988,
pipuck1,2.14844,-3.52344,0.171875,0.539667,
pipuck1,2.32031,-3.52344,0.171875,0.539681,
pipuck1,2.14844,-3.69531,0.171875,0.579308,
pipuck1,2.32031,-3.69531,0.171875,0.681315,
pipuck1,2.49219,-3.52344,0.171875,0.645626,
pipuck1,2.66406,-3.52344,0.171875,0.645626,
pipuck1,2.49219,-3.69531,0.171875,0.608165,
pipuck1,2.66406,-3.69531,0.171875,0.50986,
pipuck1,2.14844,-3.86719,0.171875,0.663704,
pipuck1,2.32031,-3.86719,0.171875,0.519719,
pipuck1,2.14844,-4.03906,0.171875,0.519725,
pipuck1,2.32031,-4.03906,0.171875,0.509867,
pipuck1,2.49219,-3.86719,0.171875,0.519725,
pipuck1,2.66406,-3.86719,0.171875,0.519725,
pipuck1,2.49219,-4.03906,0.171875,0.519732,
pipuck1,2.66406,-4.03906,0.171875,0.50987,
pipuck1,0.0859375,-4.21094,0.171875,0.529419,
pipuck1,0.257812,-4.21094,0.171875,0.539215,
pipuck1,0.0859375,-4.38281,0.171875,0.54812,
pipuck1,0.257812,-4.38281,0.171875,0.557904,
pipuck1,0.429688,-4.21094,0.171875,0.586277,
pipuck1,0.601562,-4.21094,0.171875,0.63556,
pipuck1,0.429688,-4.38281,0.171875,0.567643,
pipuck1,0.601562,-4.38281,0.171875,0.577328,
pipuck1,0.0859375,-4.55469,0.171875,0.556112,
pipuck1,0.257812,-4.55469,0.171875,0.562917,
pipuck1,0.0859375,-4.72656,0.171875,0.539605,
pipuck1,0.257812,-4.72656,0.171875,0.524297,
pipuck1,0.429688,-4.55469,0.171875,0.504909,
pipuck1,0.601562,-4.55469,0.171875,0.510874,
pipuck1,0.429688,-4.72656,0.171875,0.551131,
pipuck1,0.601562,-4.72656,0.171875,0.617095,
pipuck1,0.773438,-4.21094,0.171875,0.68059,
pipuck1,0.945312,-4.21094,0.171875,0.656853,
pipuck1,0.773438,-4.38281,0.171875,0.616821,
pipuck1,0.945312,-4.38281,0.171875,0.844082,
pipuck1,1.11719,-4.21094,0.171875,0.738797,
pipuck1,1.28906,-4.21094,0.171875,0.636424,
pipuck1,1.11719,-4.38281,0.171875,0.88067,
pipuck1,1.28906,-4.38281,0.171875,0.745681,
pipuck1,0.773438,-4.55469,0.171875,0.695758,
pipuck1,0.945312,-4.55469,0.171875,0.88067,
pipuck1,0.773438,-4.72656,0.171875,0.641952,
pipuck1,0.945312,-4.72656,0.171875,0.644255,
pipuck1,1.11719,-4.55469,0.171875,0.836091,
pipuck1,1.28906,-4.55469,0.171875,0.666927,
pipuck1,1.11719,-4.72656,0.171875,0.608127,
pipuck1,1.28906,-4.72656,0.171875,0.629608,
pipuck1,0.0859375,-4.89844,0.171875,0.361191,
pipuck1,0.257812,-4.89844,0.171875,0.0483026,
pipuck1,0.429688,-4.89844,0.171875,0.334546,
pipuck1,0.601562,-4.89844,0.171875,0.202196,
pipuck1,0.773438,-4.89844,0.171875,0.153749,
pipuck1,0.945312,-4.89844,0.171875,0.130777,
pipuck1,1.11719,-4.89844,0.171875,0.280699,
pipuck1,1.28906,-4.89844,0.171875,0.0892637,
pipuck1,1.46094,-4.21094,0.171875,0.723073,
pipuck1,1.63281,-4.21094,0.171875,0.645529,
pipuck1,1.46094,-4.38281,0.171875,0.567751,
pipuck1,1.63281,-4.38281,0.171875,0.548264,
pipuck1,1.80469,-4.21094,0.171875,0.548215,
pipuck1,1.97656,-4.21094,0.171875,0.529588,
pipuck1,1.80469,-4.38281,0.171875,0.54828,
pipuck1,1.97656,-4.38281,0.171875,0.538472,
pipuck1,1.46094,-4.55469,0.171875,0.595693,
pipuck1,1.63281,-4.55469,0.171875,0.588132,
pipuck1,1.46094,-4.72656,0.171875,0.559454,
pipuck1,1.63281,-4.72656,0.171875,0.532263,
pipuck1,1.80469,-4.55469,0.171875,0.559084,
pipuck1,1.97656,-4.55469,0.171875,0.559084,
pipuck1,1.80469,-4.72656,0.171875,0.534556,
pipuck1,1.97656,-4.72656,0.171875,0.52676,
pipuck1,2.14844,-4.21094,0.171875,0.519739,
pipuck1,2.32031,-4.21094,0.171875,0.538446,
pipuck1,2.14844,-4.38281,0.171875,0.538472,
pipuck1,2.32031,-4.38281,0.171875,0.519759,
pipuck1,2.49219,-4.21094,0.171875,0.519745,
pipuck1,2.66406,-4.21094,0.171875,0.519745,
pipuck1,2.49219,-4.38281,0.171875,0.519759,
pipuck1,2.66406,-4.38281,0.171875,0.519759,
pipuck1,2.14844,-4.55469,0.171875,0.549292,
pipuck1,2.32031,-4.55469,0.171875,0.539481,
pipuck1,2.14844,-4.72656,0.171875,0.531529,
pipuck1,2.32031,-4.72656,0.171875,0.539943,
pipuck1,2.49219,-4.55469,0.171875,0.539481,
pipuck1,2.66406,-4.55469,0.171875,0.539481,
pipuck1,2.49219,-4.72656,0.171875,0.539508,
pipuck1,2.66406,-4.72656,0.171875,0.529648,
pipuck1,1.46094,-4.89844,0.171875,0.0992506,
pipuck1,1.63281,-4.89844,0.171875,0.316929,
pipuck1,1.80469,-4.89844,0.171875,0.390954,
pipuck1,1.97656,-4.89844,0.171875,0.38979,
pipuck1,2.14844,-4.89844,0.171875,0.465569,
pipuck1,2.32031,-4.89844,0.171875,0.427017,
pipuck1,2.49219,-4.89844,0.171875,0.46496,
pipuck1,2.66406,-4.89844,0.171875,0.476214,
pipuck1,2.83594,-3.35156,0.171875,0.519985,
pipuck1,2.83594,-4.03906,0.171875,0.519739,
pipuck1,2.83594,-4.21094,0.171875,0.509877,
pipuck1,2.83594,-4.38281,0.171875,0.519759,
pipuck1,2.83594,-4.55469,0.171875,0.539481,
pipuck1,2.83594,-4.72656,0.171875,0.529648,
pipuck1,2.83594,-4.89844,0.171875,0.478156,
pipuck4,-0.945312,-2.66406,0.171875,0.517843,
pipuck4,-0.773438,-2.66406,0.171875,0.508928,
pipuck4,-0.429688,-2.66406,0.171875,0.519825,
pipuck4,-0.257812,-2.66406,0.171875,0.519839,
pipuck4,-0.0859375,-2.66406,0.171875,0.509927,
pipuck4,-3.35156,-4.38281,0.171875,0.517849,
pipuck4,-3.17969,-4.38281,0.171875,0.517849,
pipuck4,-2.83594,-4.21094,0.171875,0.508928,
pipuck4,-3.00781,-4.38281,0.171875,0.517849,
pipuck4,-2.83594,-4.38281,0.171875,0.517849,
pipuck4,-1.46094,-3.17969,0.171875,0.427747,
pipuck4,-2.14844,-3.52344,0.171875,0.467884,
pipuck4,-2.14844,-3.69531,0.171875,0.519872,
pipuck4,-2.14844,-3.86719,0.171875,0.509933,
pipuck4,-2.32031,-4.03906,0.171875,0.519852,
pipuck4,-2.14844,-4.03906,0.171875,0.519852,
pipuck4,-1.97656,-3.52344,0.171875,0.465812,
pipuck4,-1.80469,-3.52344,0.171875,0.464623,
pipuck4,-1.97656,-3.69531,0.171875,0.510209,
pipuck4,-1.80469,-3.69531,0.171875,0.500399,
pipuck4,-1.63281,-3.52344,0.171875,0.323075,
pipuck4,-1.46094,-3.52344,0.171875,0.293395,
pipuck4,-1.63281,-3.69531,0.171875,0.501268,
pipuck4,-1.46094,-3.69531,0.171875,0.511191,
pipuck4,-1.97656,-3.86719,0.171875,0.509937,
pipuck4,-1.80469,-3.86719,0.171875,0.519872,
pipuck4,-1.97656,-4.03906,0.171875,0.519859,
pipuck4,-1.80469,-4.03906,0.171875,0.529778,
pipuck4,-1.63281,-3.86719,0.171875,0.511557,
pipuck4,-1.46094,-3.86719,0.171875,0.512078,
pipuck4,-1.63281,-4.03906,0.171875,0.519865,
pipuck4,-1.46094,-4.03906,0.171875,0.532321,
pipuck4,-0.945312,-2.83594,0.171875,0.517843,
pipuck4,-0.773438,-2.83594,0.171875,0.508928,
pipuck4,-0.945312,-3.00781,0.171875,0.517843,
pipuck4,-0.773438,-3.00781,0.171875,0.508928,
pipuck4,-1.28906,-3.17969,0.171875,0.500582,
pipuck4,-1.28906,-3.35156,0.171875,0.388606,
pipuck4,-1.11719,-3.35156,0.171875,0.502381,
pipuck4,-0.945312,-3.17969,0.171875,0.517843,
pipuck4,-0.773438,-3.17969,0.171875,0.508928,
pipuck4,-0.945312,-3.35156,0.171875,0.526755,
pipuck4,-0.429688,-2.83594,0.171875,0.519825,
pipuck4,-0.429688,-3.00781,0.171875,0.519825,
pipuck4,-0.257812,-2.83594,0.171875,0.519839,
pipuck4,-0.0859375,-2.83594,0.171875,0.519852,
pipuck4,-0.257812,-3.00781,0.171875,0.519839,
pipuck4,-0.0859375,-3.00781,0.171875,0.519852,
pipuck4,-0.429688,-3.17969,0.171875,0.529728,
pipuck4,-0.429688,-3.35156,0.171875,0.529728,
pipuck4,-0.257812,-3.17969,0.171875,0.519845,
pipuck4,-0.0859375,-3.17969,0.171875,0.537677,
pipuck4,-0.257812,-3.35156,0.171875,0.519845,
pipuck4,-0.0859375,-3.35156,0.171875,0.547555,
pipuck4,-1.28906,-3.52344,0.171875,0.464759,
pipuck4,-1.11719,-3.52344,0.171875,0.503572,
pipuck4,-1.28906,-3.69531,0.171875,0.506881,
pipuck4,-1.11719,-3.69531,0.171875,0.511647,
pipuck4,-0.945312,-3.52344,0.171875,0.526755,
pipuck4,-0.945312,-3.69531,0.171875,0.535721,
pipuck4,-1.28906,-3.86719,0.171875,0.513353,
pipuck4,-1.11719,-3.86719,0.171875,0.517724,
pipuck4,-1.28906,-4.03906,0.171875,0.502729,
pipuck4,-1.11719,-4.03906,0.171875,0.510737,
pipuck4,-0.945312,-3.86719,0.171875,0.542372,
pipuck4,-0.773438,-3.86719,0.171875,0.507144,
pipuck4,-0.945312,-4.03906,0.171875,0.560134,
pipuck4,-0.773438,-4.03906,0.171875,0.538067,
pipuck4,-0.429688,-3.52344,0.171875,0.529728,
pipuck4,-0.429688,-3.69531,0.171875,0.539614,
pipuck4,-0.257812,-3.52344,0.171875,0.529758,
pipuck4,-0.0859375,-3.52344,0.171875,0.53769,
pipuck4,-0.257812,-3.69531,0.171875,0.529768,
pipuck4,-0.0859375,-3.69531,0.171875,0.530491,
pipuck4,-0.429688,-3.86719,0.171875,0.549475,
pipuck4,-0.601562,-4.03906,0.171875,0.504074,
pipuck4,-0.429688,-4.03906,0.171875,0.559303,
pipuck4,-0.257812,-3.86719,0.171875,0.533313,
pipuck4,-0.0859375,-3.86719,0.171875,0.531939,
pipuck4,-0.257812,-4.03906,0.171875,0.555837,
pipuck4,-0.0859375,-4.03906,0.171875,0.652858,
pipuck4,-2.66406,-4.38281,0.171875,0.517849,
pipuck4,-2.49219,-4.38281,0.171875,0.517849,
pipuck4,-2.32031,-4.21094,0.171875,0.519839,
pipuck4,-2.14844,-4.21094,0.171875,0.509923,
pipuck4,-2.32031,-4.38281,0.171875,0.517849,
pipuck4,-2.14844,-4.38281,0.171875,0.527749,
pipuck4,-1.97656,-4.21094,0.171875,0.519845,
pipuck4,-1.80469,-4.21094,0.171875,0.519845,
pipuck4,-1.97656,-4.38281,0.171875,0.518841,
pipuck4,-1.80469,-4.38281,0.171875,0.518841,
pipuck4,-1.63281,-4.21094,0.171875,0.519852,
pipuck4,-1.46094,-4.21094,0.171875,0.529768,
pipuck4,-1.63281,-4.38281,0.171875,0.519839,
pipuck4,-1.46094,-4.38281,0.171875,0.519839,
pipuck4,-1.97656,-4.55469,0.171875,0.517843,
pipuck4,-1.80469,-4.55469,0.171875,0.526755,
pipuck4,-1.80469,-4.72656,0.171875,0.508928,
pipuck4,-1.63281,-4.55469,0.171875,0.526755,
pipuck4,-1.46094,-4.55469,0.171875,0.524895,
pipuck4,-1.63281,-4.72656,0.171875,0.508928,
pipuck4,-1.46094,-4.72656,0.171875,0.508928,
pipuck4,-1.46094,-4.89844,0.171875,0.394358,
pipuck4,-1.28906,-4.21094,0.171875,0.539681,
pipuck4,-1.11719,-4.21094,0.171875,0.533375,
pipuck4,-1.28906,-4.38281,0.171875,0.529748,
pipuck4,-1.11719,-4.38281,0.171875,0.539641,
pipuck4,-0.945312,-4.21094,0.171875,0.562179,
pipuck4,-0.773438,-4.21094,0.171875,0.546383,
pipuck4,-0.945312,-4.38281,0.171875,0.559343,
pipuck4,-0.773438,-4.38281,0.171875,0.577966,
pipuck4,-1.28906,-4.55469,0.171875,0.52079,
pipuck4,-1.11719,-4.55469,0.171875,0.508928,
pipuck4,-1.28906,-4.72656,0.171875,0.508928,
pipuck4,-1.11719,-4.72656,0.171875,0.508928,
pipuck4,-0.945312,-4.55469,0.171875,0.429575,
pipuck4,-0.773438,-4.55469,0.171875,0.515529,
pipuck4,-0.945312,-4.72656,0.171875,0.508928,
pipuck4,-0.773438,-4.72656,0.171875,0.561396,
pipuck4,-0.601562,-4.21094,0.171875,0.541477,
pipuck4,-0.429688,-4.21094,0.171875,0.590971,
pipuck4,-0.601562,-4.38281,0.171875,0.614851,
pipuck4,-0.429688,-4.38281,0.171875,0.721352,
pipuck4,-0.257812,-4.21094,0.171875,0.650902,
pipuck4,-0.0859375,-4.21094,0.171875,0.557728,
pipuck4,-0.257812,-4.38281,0.171875,0.538861,
pipuck4,-0.0859375,-4.38281,0.171875,0.508928,
pipuck4,-0.601562,-4.55469,0.171875,0.654528,
pipuck4,-0.429688,-4.55469,0.171875,0.672728,
pipuck4,-0.601562,-4.72656,0.171875,0.585529,
pipuck4,-0.429688,-4.72656,0.171875,0.513209,
pipuck4,-0.257812,-4.55469,0.171875,0.601584,
pipuck4,-0.0859375,-4.55469,0.171875,0.445393,
pipuck4,-0.257812,-4.72656,0.171875,0.570657,
pipuck4,-0.0859375,-4.72656,0.171875,0.569741,
pipuck4,-1.11719,-4.89844,0.171875,0.386702,
pipuck4,-0.945312,-4.89844,0.171875,0.100579,
pipuck4,-0.773438,-4.89844,0.171875,0.326406,
pipuck4,-0.601562,-4.89844,0.171875,0.277739,
pipuck4,-0.429688,-4.89844,0.171875,0.460354,
pipuck4,-0.0859375,-4.89844,0.171875,0.525466,
pipuck4,0.0859375,-2.66406,0.171875,0.50993,
pipuck4,0.257812,-2.66406,0.171875,0.508928,
pipuck4,1.11719,-2.66406,0.171875,0.508925,
pipuck4,1.28906,-2.66406,0.171875,0.508928,
pipuck4,0.0859375,-2.83594,0.171875,0.509933,
pipuck4,0.257812,-2.83594,0.171875,0.519008,
pipuck4,0.0859375,-3.00781,0.171875,0.519865,
pipuck4,0.257812,-3.00781,0.171875,0.509203,
pipuck4,0.429688,-2.83594,0.171875,0.467939,
pipuck4,0.429688,-3.00781,0.171875,0.401083,
pipuck4,0.601562,-3.00781,0.171875,0.476373,
pipuck4,0.0859375,-3.17969,0.171875,0.510326,
pipuck4,0.257812,-3.17969,0.171875,0.501279,
pipuck4,0.0859375,-3.35156,0.171875,0.511529,
pipuck4,0.257812,-3.35156,0.171875,0.510798,
pipuck4,0.429688,-3.17969,0.171875,0.520442,
pipuck4,0.601562,-3.17969,0.171875,0.559542,
pipuck4,0.429688,-3.35156,0.171875,0.570827,
pipuck4,0.601562,-3.35156,0.171875,0.549758,
pipuck4,0.773438,-3.00781,0.171875,0.519925,
pipuck4,1.11719,-2.83594,0.171875,0.517849,
pipuck4,1.11719,-3.00781,0.171875,0.517849,
pipuck4,0.773438,-3.17969,0.171875,0.559662,
pipuck4,0.945312,-3.17969,0.171875,0.549807,
pipuck4,0.773438,-3.35156,0.171875,0.559702,
pipuck4,0.945312,-3.35156,0.171875,0.519985,
pipuck4,1.11719,-3.17969,0.171875,0.527963,
pipuck4,1.11719,-3.35156,0.171875,0.517849,
pipuck4,0.0859375,-3.52344,0.171875,0.503203,
