agent_id,x,y,coverage_pheromone,size
pipuck15,-1.19531,-3.85156,0.9875,0.265625
pipuck15,-1.19531,-3.58594,0.986875,0.265625
pipuck15,-1.19531,-3.32031,0.985625,0.265625
pipuck15,-1.19531,-3.05469,0.985625,0.265625
pipuck15,-1.19531,-2.78906,0.985,0.265625
pipuck15,-1.19531,-2.52344,0.96125,0.265625
pipuck15,-1.19531,-2.25781,0.956875,0.265625
pipuck15,-1.19531,-1.99219,0.955,0.265625
pipuck15,-1.19531,-1.72656,0.945625,0.265625
pipuck15,-1.19531,-1.46094,0.940625,0.265625
pipuck15,-1.19531,-0.398438,0.83,0.265625
pipuck15,-1.19531,-0.132812,0.83,0.265625
pipuck15,-1.19531,0.398438,0.880625,0.265625
pipuck15,-1.19531,1.19531,0.88125,0.265625
pipuck15,-1.19531,1.46094,0.865,0.265625
pipuck15,-1.19531,1.72656,0.875,0.265625
pipuck15,-1.19531,1.99219,0.875625,0.265625
pipuck15,-1.19531,2.25781,0.873125,0.265625
pipuck15,-1.19531,2.52344,0.871875,0.265625
pipuck15,-1.19531,2.78906,0.869375,0.265625
pipuck15,-1.19531,3.05469,0.846875,0.265625
pipuck15,-1.19531,3.32031,0.846875,0.265625
pipuck15,-1.19531,3.58594,0.83375,0.265625
pipuck15,-1.19531,3.85156,0.793125,0.265625
pipuck15,-1.19531,4.11719,0.785,0.265625
pipuck15,-1.19531,4.38281,0.7725,0.265625
pipuck15,-1.19531,4.64844,0.766875,0.265625
pipuck15,-1.19531,4.91406,0.759375,0.265625
pipuck15,-1.19531,5.17969,0.75625,0.265625
pipuck15,-1.19531,5.44531,0.75125,0.265625
pipuck15,-1.19531,5.71094,0.750625,0.265625
pipuck15,-1.19531,5.97656,0.745625,0.265625
pipuck15,-1.19531,6.24219,0.743125,0.265625
pipuck15,-1.19531,6.50781,0.738125,0.265625
pipuck15,-1.19531,6.77344,0.720625,0.265625
pipuck15,-1.19531,7.03906,0.711875,0.265625
pipuck15,-1.19531,7.30469,0.70375,0.265625
pipuck15,-1.19531,7.57031,0.663125,0.265625
pipuck15,-1.19531,7.83594,0.66,0.265625
pipuck15,-1.19531,8.10156,0.65875,0.265625
pipuck15,-1.19531,8.36719,0.658125,0.265625
pipuck15,-1.19531,8.63281,0.658125,0.265625
pipuck15,-1.19531,8.89844,0.6575,0.265625
pipuck15,-1.19531,9.16406,0.6575,0.265625
pipuck15,-1.19531,9.42969,-1,0.265625
pipuck15,-1.19531,9.69531,-1,0.265625
pipuck15,-1.19531,9.96094,-1,0.265625
pipuck15,-1.19531,10.2266,-1,0.265625
pipuck15,-1.19531,10.4922,-1,0.265625
pipuck15,-1.19531,10.7578,-1,0.265625
pipuck15,-1.19531,11.0234,-1,0.265625
pipuck15,-1.19531,11.2891,-1,0.265625
pipuck15,-0.929688,-12.3516,-1,0.265625
pipuck15,-0.929688,-12.0859,-1,0.265625
pipuck15,-0.929688,-11.8203,-1,0.265625
pipuck15,-0.929688,-11.5547,-1,0.265625
pipuck15,-0.929688,-11.2891,-1,0.265625
pipuck15,-0.929688,-11.0234,0.00125,0.265625
pipuck15,-0.929688,-10.7578,0.003125,0.265625
pipuck15,-0.929688,-10.4922,0.00125,0.265625
pipuck15,-0.929688,-10.2266,-1,0.265625
pipuck15,-0.929688,-9.96094,-1,0.265625
pipuck15,-0.929688,-9.69531,-1,0.265625
pipuck15,-0.929688,-9.42969,-1,0.265625
pipuck15,-0.929688,-9.16406,-1,0.265625
pipuck15,-0.929688,-8.89844,0.0025,0.265625
pipuck15,-0.929688,-8.63281,0.045,0.265625
pipuck15,-0.929688,-8.36719,0.05125,0.265625
pipuck15,-0.929688,-8.10156,0.053125,0.265625
pipuck15,-0.929688,-7.83594,0.061875,0.265625
pipuck15,-0.929688,-7.57031,0.068125,0.265625
pipuck15,-0.929688,-7.30469,0.07125,0.265625
pipuck15,-0.929688,-7.03906,0.07125,0.265625
pipuck15,-0.929688,-6.77344,0.99125,0.265625
pipuck15,-0.929688,-6.50781,0.99125,0.265625
pipuck15,-0.929688,-6.24219,0.9775,0.265625
pipuck15,-0.929688,-5.97656,0.990625,0.265625
pipuck15,-0.929688,-5.71094,0.990625,0.265625
pipuck15,-0.929688,-5.44531,0.990625,0.265625
pipuck15,-0.929688,-5.17969,0.99,0.265625
pipuck15,-0.929688,-4.91406,0.991875,0.265625
pipuck15,-0.929688,-4.64844,0.99125,0.265625
pipuck15,-0.929688,-4.38281,0.98875,0.265625
pipuck15,-0.929688,-4.11719,0.9875,0.265625
pipuck15,-0.929688,-3.85156,0.986875,0.265625
pipuck15,-0.929688,-3.58594,0.985625,0.265625
pipuck15,-0.929688,-3.32031,0.985625,0.265625
pipuck15,-0.929688,-3.05469,0.985,0.265625
pipuck15,-0.929688,-2.78906,0.970625,0.265625
pipuck15,-0.929688,-2.52344,0.96125,0.265625
pipuck15,-0.929688,-2.25781,0.9575,0.265625
pipuck15,-0.929688,-1.99219,0.94625,0.265625
pipuck15,-0.929688,-1.72656,0.94625,0.265625
pipuck15,-0.929688,1.46094,0.864375,0.265625
pipuck15,-0.929688,1.72656,0.895,0.265625
pipuck15,-0.929688,1.99219,0.89625,0.265625
pipuck15,-0.929688,2.25781,0.89125,0.265625
pipuck15,-0.929688,2.52344,0.87875,0.265625
pipuck15,-0.929688,2.78906,0.879375,0.265625
pipuck15,-0.929688,3.05469,0.846875,0.265625
pipuck15,-0.929688,3.32031,0.83625,0.265625
pipuck15,-0.929688,3.58594,0.83625,0.265625
pipuck15,-0.929688,3.85156,0.82,0.265625
pipuck15,-0.929688,4.11719,0.785625,0.265625
pipuck15,-0.929688,4.38281,0.7725,0.265625
pipuck15,-0.929688,4.64844,0.7675,0.265625
pipuck15,-0.929688,4.91406,0.763125,0.265625
pipuck15,-0.929688,5.17969,0.759375,0.265625
pipuck15,-0.929688,5.44531,0.754375,0.265625
pipuck15,-0.929688,5.71094,0.75125,0.265625
pipuck15,-0.929688,5.97656,0.750625,0.265625
pipuck15,-0.929688,6.24219,0.745625,0.265625
pipuck15,-0.929688,6.50781,0.728125,0.265625
pipuck15,-0.929688,6.77344,0.720625,0.265625
pipuck15,-0.929688,7.03906,0.7175,0.265625
pipuck15,-0.929688,7.30469,0.6725,0.265625
pipuck15,-0.929688,7.57031,0.66625,0.265625
pipuck15,-0.929688,7.83594,0.663125,0.265625
pipuck15,-0.929688,8.10156,0.66,0.265625
pipuck15,-0.929688,8.36719,0.66,0.265625
pipuck15,-0.929688,8.63281,0.65875,0.265625
pipuck15,-0.929688,8.89844,0.65875,0.265625
pipuck15,-0.929688,9.16406,0.65,0.265625
pipuck15,-0.929688,9.42969,-1,0.265625
pipuck15,-0.929688,9.69531,-1,0.265625
pipuck15,-0.929688,9.96094,-1,0.265625
pipuck15,-0.929688,10.2266,-1,0.265625
pipuck15,-0.929688,10.4922,-1,0.265625
pipuck15,-0.929688,10.7578,-1,0.265625
pipuck15,-0.929688,11.0234,-1,0.265625
pipuck15,-0.929688,11.2891,-1,0.265625
pipuck15,-0.929688,11.5547,-1,0.265625
pipuck15,-0.664062,-12.8828,0.503125,0.265625
pipuck15,-0.664062,-12.3516,-1,0.265625
pipuck15,-0.664062,-12.0859,-1,0.265625
pipuck15,-0.664062,-11.8203,-1,0.265625
pipuck15,-0.664062,-11.5547,-1,0.265625
pipuck15,-0.664062,-11.2891,-1,0.265625
pipuck15,-0.664062,-11.0234,-1,0.265625
pipuck15,-0.664062,-10.7578,-1,0.265625
pipuck15,-0.664062,-10.4922,-1,0.265625
pipuck15,-0.664062,-10.2266,-1,0.265625
pipuck15,-0.664062,-9.96094,-1,0.265625
pipuck15,-0.664062,-9.69531,-1,0.265625
pipuck15,-0.664062,-9.42969,-1,0.265625
pipuck15,-0.664062,-9.16406,-1,0.265625
pipuck15,-0.664062,-8.89844,0.0025,0.265625
pipuck15,-0.664062,-8.63281,0.010625,0.265625
pipuck15,-0.664062,-8.36719,0.04625,0.265625
pipuck15,-0.664062,-8.10156,0.054375,0.265625
pipuck15,-0.664062,-7.83594,0.06125,0.265625
pipuck15,-0.664062,-7.57031,0.063125,0.265625
pipuck15,-0.664062,-7.30469,0.06625,0.265625
pipuck15,-0.664062,-7.03906,0.04,0.265625
pipuck15,-0.664062,-6.77344,0.991875,0.265625
pipuck15,-0.664062,-6.50781,0.991875,0.265625
pipuck15,-0.664062,-6.24219,0.991875,0.265625
pipuck15,-0.664062,-5.97656,0.991875,0.265625
pipuck15,-0.664062,-5.71094,0.991875,0.265625
pipuck15,-0.664062,-5.44531,0.991875,0.265625
pipuck15,-0.664062,-5.17969,0.991875,0.265625
pipuck15,-0.664062,-4.91406,0.991875,0.265625
pipuck15,-0.664062,-4.64844,0.990625,0.265625
pipuck15,-0.664062,-4.38281,0.986875,0.265625
pipuck15,-0.664062,-4.11719,0.985625,0.265625
pipuck15,-0.664062,-3.85156,0.985,0.265625
pipuck15,-0.664062,-3.58594,0.97125,0.265625
pipuck15,-0.664062,-3.32031,0.970625,0.265625
pipuck15,-0.664062,-3.05469,0.9625,0.265625
pipuck15,-0.664062,-2.78906,0.9625,0.265625
pipuck15,-0.664062,-2.52344,0.9625,0.265625
pipuck15,-0.664062,-2.25781,0.925625,0.265625
pipuck15,-0.664062,-1.99219,0.9175,0.265625
pipuck15,-0.664062,-1.72656,0.916875,0.265625
pipuck15,-0.664062,0.929688,0.861875,0.265625
pipuck15,-0.664062,1.72656,0.895,0.265625
pipuck15,-0.664062,1.99219,0.899375,0.265625
pipuck15,-0.664062,2.25781,0.90125,0.265625
pipuck15,-0.664062,2.52344,0.90125,0.265625
pipuck15,-0.664062,2.78906,0.886875,0.265625
pipuck15,-0.664062,3.05469,0.886875,0.265625
pipuck15,-0.664062,3.32031,0.8375,0.265625
pipuck15,-0.664062,3.58594,0.838125,0.265625
pipuck15,-0.664062,3.85156,0.838125,0.265625
pipuck15,-0.664062,4.11719,0.778125,0.265625
pipuck15,-0.664062,4.38281,0.774375,0.265625
pipuck15,-0.664062,5.17969,0.761875,0.265625
pipuck15,-0.664062,5.44531,0.759375,0.265625
pipuck15,-0.664062,5.71094,0.75375,0.265625
pipuck15,-0.664062,5.97656,0.750625,0.265625
pipuck15,-0.664062,6.24219,0.731875,0.265625
pipuck15,-0.664062,6.50781,0.723125,0.265625
pipuck15,-0.664062,6.77344,0.68125,0.265625
pipuck15,-0.664062,7.03906,0.678125,0.265625
pipuck15,-0.664062,7.30469,0.6775,0.265625
pipuck15,-0.664062,7.57031,0.6725,0.265625
pipuck15,-0.664062,8.10156,0.663125,0.265625
pipuck15,-0.664062,8.36719,0.660625,0.265625
pipuck15,-0.664062,8.63281,0.66,0.265625
pipuck15,-0.664062,8.89844,0.659375,0.265625
pipuck15,-0.664062,9.16406,-1,0.265625
pipuck15,-0.664062,9.42969,-1,0.265625
pipuck15,-0.664062,9.69531,-1,0.265625
pipuck15,-0.664062,9.96094,-1,0.265625
pipuck15,-0.664062,10.2266,-1,0.265625
pipuck15,-0.664062,10.4922,-1,0.265625
pipuck15,-0.664062,10.7578,-1,0.265625
pipuck15,-0.664062,11.0234,-1,0.265625
pipuck15,-0.664062,11.2891,-1,0.265625
pipuck15,-0.664062,11.5547,-1,0.265625
pipuck15,-0.398438,-13.1484,0.62125,0.265625
pipuck15,-0.398438,-12.8828,0.651875,0.265625
pipuck15,-0.398438,-12.6172,0.653125,0.265625
pipuck15,-0.398438,-12.3516,0.65375,0.265625
pipuck15,-0.398438,-12.0859,0.610625,0.265625
pipuck15,-0.398438,-11.8203,0.49625,0.265625
pipuck15,-0.398438,-11.5547,-1,0.265625
pipuck15,-0.398438,-11.2891,-1,0.265625
pipuck15,-0.398438,-11.0234,-1,0.265625
pipuck15,-0.398438,-10.7578,-1,0.265625
pipuck15,-0.398438,-10.4922,-1,0.265625
pipuck15,-0.398438,-10.2266,-1,0.265625
pipuck15,-0.398438,-9.96094,-1,0.265625
pipuck15,-0.398438,-9.69531,-1,0.265625
pipuck15,-0.398438,-9.42969,-1,0.265625
pipuck15,-0.398438,-9.16406,-1,0.265625
pipuck15,-0.398438,-8.89844,0.001875,0.265625
pipuck15,-0.398438,-8.63281,0.01125,0.265625
pipuck15,-0.398438,-8.36719,0.01875,0.265625
pipuck15,-0.398438,-8.10156,0.02625,0.265625
pipuck15,-0.398438,-7.83594,0.058125,0.265625
pipuck15,-0.398438,-7.57031,0.058125,0.265625
pipuck15,-0.398438,-7.30469,0.039375,0.265625
pipuck15,-0.398438,-7.03906,0.04,0.265625
pipuck15,-0.398438,-6.77344,0.043125,0.265625
pipuck15,-0.398438,-6.50781,0.045,0.265625
pipuck15,-0.398438,-6.24219,0.04875,0.265625
pipuck15,-0.398438,-4.91406,0.991875,0.265625
pipuck15,-0.398438,-4.64844,0.991875,0.265625
pipuck15,-0.398438,-4.38281,0.991875,0.265625
pipuck15,-0.398438,-4.11719,0.991875,0.265625
pipuck15,-0.398438,-3.85156,0.991875,0.265625
pipuck15,-0.398438,-3.58594,0.991875,0.265625
pipuck15,-0.398438,-3.32031,0.991875,0.265625
pipuck15,-0.398438,-3.05469,0.991875,0.265625
pipuck15,-0.398438,-2.78906,0.991875,0.265625
pipuck15,-0.398438,-2.52344,0.96375,0.265625
pipuck15,-0.398438,-2.25781,0.926875,0.265625
pipuck15,-0.398438,-1.99219,0.9225,0.265625
pipuck15,-0.398438,0.929688,0.360625,0.265625
pipuck15,-0.398438,1.72656,0.895,0.265625
pipuck15,-0.398438,1.99219,0.904375,0.265625
pipuck15,-0.398438,2.25781,0.905,0.265625
pipuck15,-0.398438,2.52344,0.90375,0.265625
pipuck15,-0.398438,2.78906,0.888125,0.265625
pipuck15,-0.398438,3.05469,0.888125,0.265625
pipuck15,-0.398438,3.32031,0.883125,0.265625
pipuck15,-0.398438,3.58594,0.863125,0.265625
pipuck15,-0.398438,3.85156,0.83125,0.265625
pipuck15,-0.398438,4.11719,0.780625,0.265625
pipuck15,-0.398438,4.38281,0.778125,0.265625
pipuck15,-0.398438,4.64844,0.773125,0.265625
pipuck15,-0.398438,4.91406,0.77,0.265625
pipuck15,-0.398438,5.17969,0.766875,0.265625
pipuck15,-0.398438,5.44531,0.76125,0.265625
pipuck15,-0.398438,5.71094,0.75625,0.265625
pipuck15,-0.398438,5.97656,0.701875,0.265625
pipuck15,-0.398438,6.24219,0.696875,0.265625
pipuck15,-0.398438,6.50781,0.694375,0.265625
pipuck15,-0.398438,6.77344,0.688125,0.265625
pipuck15,-0.398438,7.03906,0.680625,0.265625
pipuck15,-0.398438,7.30469,0.6775,0.265625
pipuck15,-0.398438,8.10156,0.663125,0.265625
pipuck15,-0.398438,8.36719,0.66125,0.265625
pipuck15,-0.398438,8.63281,0.660625,0.265625
pipuck15,-0.398438,8.89844,0.66,0.265625
pipuck15,-0.398438,9.16406,-1,0.265625
pipuck15,-0.398438,9.42969,-1,0.265625
pipuck15,-0.398438,9.69531,-1,0.265625
pipuck15,-0.398438,9.96094,-1,0.265625
pipuck15,-0.398438,10.2266,-1,0.265625
pipuck15,-0.398438,10.4922,-1,0.265625
pipuck15,-0.398438,10.7578,-1,0.265625
pipuck15,-0.398438,11.0234,-1,0.265625
pipuck15,-0.398438,11.2891,-1,0.265625
pipuck15,-0.398438,11.5547,-1,0.265625
pipuck15,-0.132812,-13.1484,0.62125,0.265625
pipuck15,-0.132812,-12.8828,0.651875,0.265625
pipuck15,-0.132812,-12.6172,0.665625,0.265625
pipuck15,-0.132812,-12.3516,0.665,0.265625
pipuck15,-0.132812,-12.0859,0.66375,0.265625
pipuck15,-0.132812,-11.8203,0.655625,0.265625
pipuck15,-0.132812,-11.5547,0.5775,0.265625
pipuck15,-0.132812,-11.2891,-1,0.265625
pipuck15,-0.132812,-11.0234,-1,0.265625
pipuck15,-0.132812,-10.7578,-1,0.265625
pipuck15,-0.132812,-10.4922,-1,0.265625
pipuck15,-0.132812,-10.2266,-1,0.265625
pipuck15,-0.132812,-9.96094,-1,0.265625
pipuck15,-0.132812,-9.69531,-1,0.265625
pipuck15,-0.132812,-9.42969,-1,0.265625
pipuck15,-0.132812,-9.16406,-1,0.265625
pipuck15,-0.132812,-8.89844,0.00125,0.265625
pipuck15,-0.132812,-8.63281,0.015,0.265625
pipuck15,-0.132812,-8.36719,0.021875,0.265625
pipuck15,-0.132812,-8.10156,0.02625,0.265625
pipuck15,-0.132812,-7.83594,0.030625,0.265625
pipuck15,-0.132812,-7.57031,0.035,0.265625
pipuck15,-0.132812,-7.30469,0.039375,0.265625
pipuck15,-0.132812,-7.03906,0.04,0.265625
pipuck15,-0.132812,-4.64844,0.9875,0.265625
pipuck15,-0.132812,-4.38281,0.989375,0.265625
pipuck15,-0.132812,-4.11719,0.989375,0.265625
pipuck15,-0.132812,-3.85156,0.990625,0.265625
pipuck15,-0.132812,-3.58594,0.99125,0.265625
pipuck15,-0.132812,-3.32031,0.99125,0.265625
pipuck15,-0.132812,-3.05469,0.99125,0.265625
pipuck15,-0.132812,-2.78906,0.99125,0.265625
pipuck15,-0.132812,-2.52344,0.964375,0.265625
pipuck15,-0.132812,-2.25781,0.9275,0.265625
pipuck15,-0.132812,-1.99219,0.925,0.265625
pipuck15,-0.132812,-1.72656,0.9175,0.265625
pipuck15,-0.132812,1.99219,0.905,0.265625
pipuck15,-0.132812,2.25781,0.905625,0.265625
pipuck15,-0.132812,2.52344,0.905625,0.265625
pipuck15,-0.132812,2.78906,0.90625,0.265625
pipuck15,-0.132812,3.05469,0.88375,0.265625
pipuck15,-0.132812,3.32031,0.885,0.265625
pipuck15,-0.132812,3.58594,0.884375,0.265625
pipuck15,-0.132812,3.85156,0.84,0.265625
pipuck15,-0.132812,4.11719,0.785625,0.265625
pipuck15,-0.132812,4.38281,0.780625,0.265625
pipuck15,-0.132812,4.64844,0.778125,0.265625
pipuck15,-0.132812,4.91406,0.7725,0.265625
pipuck15,-0.132812,5.17969,0.77,0.265625
pipuck15,-0.132812,5.44531,0.766875,0.265625
pipuck15,-0.132812,5.71094,0.715625,0.265625
pipuck15,-0.132812,5.97656,0.705625,0.265625
pipuck15,-0.132812,6.24219,0.701875,0.265625
pipuck15,-0.132812,6.50781,0.696875,0.265625
pipuck15,-0.132812,6.77344,0.69375,0.265625
pipuck15,-0.132812,7.03906,0.688125,0.265625
pipuck15,-0.132812,8.10156,0.66375,0.265625
pipuck15,-0.132812,8.36719,0.663125,0.265625
pipuck15,-0.132812,8.63281,0.66125,0.265625
pipuck15,-0.132812,9.42969,-1,0.265625
pipuck15,-0.132812,9.69531,-1,0.265625
pipuck15,-0.132812,9.96094,-1,0.265625
pipuck15,-0.132812,10.2266,-1,0.265625
pipuck15,-0.132812,10.4922,-1,0.265625
pipuck15,-0.132812,10.7578,-1,0.265625
pipuck15,-0.132812,11.0234,-1,0.265625
pipuck15,-0.132812,11.2891,-1,0.265625
pipuck15,-0.132812,11.5547,-1,0.265625
pipuck15,0.132812,-13.1484,0.62125,0.265625
pipuck15,0.132812,-12.8828,0.651875,0.265625
pipuck15,0.132812,-12.6172,0.665625,0.265625
pipuck15,0.132812,-12.3516,0.665,0.265625
pipuck15,0.132812,-12.0859,0.6625,0.265625
pipuck15,0.132812,-11.8203,0.6625,0.265625
pipuck15,0.132812,-11.5547,0.66125,0.265625
pipuck15,0.132812,-11.2891,0.508125,0.265625
pipuck15,0.132812,-11.0234,-1,0.265625
pipuck15,0.132812,-10.7578,-1,0.265625
pipuck15,0.132812,-10.4922,-1,0.265625
pipuck15,0.132812,-10.2266,-1,0.265625
pipuck15,0.132812,-9.96094,-1,0.265625
pipuck15,0.132812,-9.69531,-1,0.265625
pipuck15,0.132812,-9.42969,-1,0.265625
pipuck15,0.132812,-9.16406,-1,0.265625
pipuck15,0.132812,-8.89844,0.000625,0.265625
pipuck15,0.132812,-8.63281,0.015,0.265625
pipuck15,0.132812,-8.36719,0.02625,0.265625
pipuck15,0.132812,-8.10156,0.030625,0.265625
pipuck15,0.132812,-7.83594,0.030625,0.265625
pipuck15,0.132812,-7.03906,0.04,0.265625
pipuck15,0.132812,-5.97656,0.970625,0.265625
pipuck15,0.132812,-5.71094,0.9725,0.265625
pipuck15,0.132812,-4.91406,0.991875,0.265625
pipuck15,0.132812,-4.64844,0.985625,0.265625
pipuck15,0.132812,-4.38281,0.9875,0.265625
pipuck15,0.132812,-4.11719,0.98875,0.265625
pipuck15,0.132812,-3.85156,0.989375,0.265625
pipuck15,0.132812,-3.58594,0.989375,0.265625
pipuck15,0.132812,-3.32031,0.990625,0.265625
pipuck15,0.132812,-3.05469,0.990625,0.265625
pipuck15,0.132812,-2.78906,0.990625,0.265625
pipuck15,0.132812,-2.52344,0.9775,0.265625
pipuck15,0.132812,-2.25781,0.930625,0.265625
pipuck15,0.132812,-1.99219,0.926875,0.265625
pipuck15,0.132812,1.72656,0.899375,0.265625
pipuck15,0.132812,1.99219,0.905,0.265625
pipuck15,0.132812,2.25781,0.905625,0.265625
pipuck15,0.132812,2.52344,0.90625,0.265625
pipuck15,0.132812,2.78906,0.906875,0.265625
pipuck15,0.132812,3.05469,0.906875,0.265625
pipuck15,0.132812,3.32031,0.885,0.265625
pipuck15,0.132812,3.58594,0.865,0.265625
pipuck15,0.132812,3.85156,0.865,0.265625
pipuck15,0.132812,4.11719,0.78875,0.265625
pipuck15,0.132812,4.38281,0.78375,0.265625
pipuck15,0.132812,4.64844,0.780625,0.265625
pipuck15,0.132812,4.91406,0.774375,0.265625
pipuck15,0.132812,5.17969,0.77,0.265625
pipuck15,0.132812,5.44531,0.71625,0.265625
pipuck15,0.132812,5.71094,0.715625,0.265625
pipuck15,0.132812,5.97656,0.715625,0.265625
pipuck15,0.132812,6.24219,0.701875,0.265625
pipuck15,0.132812,6.50781,0.701875,0.265625
pipuck15,0.132812,6.77344,0.694375,0.265625
pipuck15,0.132812,7.03906,0.68875,0.265625
pipuck15,0.132812,7.30469,0.680625,0.265625
pipuck15,0.132812,8.10156,0.6725,0.265625
pipuck15,0.132812,8.36719,0.663125,0.265625
pipuck15,0.132812,9.42969,-1,0.265625
pipuck15,0.132812,9.69531,-1,0.265625
pipuck15,0.132812,9.96094,-1,0.265625
pipuck15,0.132812,10.2266,-1,0.265625
pipuck15,0.132812,10.4922,-1,0.265625
pipuck15,0.132812,10.7578,-1,0.265625
pipuck15,0.132812,11.0234,-1,0.265625
pipuck15,0.132812,11.2891,-1,0.265625
pipuck15,0.132812,11.5547,-1,0.265625
pipuck15,0.132812,11.8203,-1,0.265625
pipuck15,0.398438,-13.1484,0.62125,0.265625
pipuck15,0.398438,-12.8828,0.665625,0.265625
pipuck15,0.398438,-12.6172,0.665625,0.265625
pipuck15,0.398438,-12.3516,0.664375,0.265625
pipuck15,0.398438,-12.0859,0.6625,0.265625
pipuck15,0.398438,-11.8203,0.661875,0.265625
pipuck15,0.398438,-11.5547,0.66125,0.265625
pipuck15,0.398438,-11.2891,0.65875,0.265625
pipuck15,0.398438,-11.0234,-1,0.265625
pipuck15,0.398438,-10.7578,-1,0.265625
pipuck15,0.398438,-10.4922,-1,0.265625
pipuck15,0.398438,-10.2266,-1,0.265625
pipuck15,0.398438,-9.96094,-1,0.265625
pipuck15,0.398438,-9.69531,-1,0.265625
pipuck15,0.398438,-9.42969,-1,0.265625
pipuck15,0.398438,-9.16406,-1,0.265625
pipuck15,0.398438,-8.89844,-1,0.265625
pipuck15,0.398438,-8.63281,0.015,0.265625
pipuck15,0.398438,-8.36719,0.02625,0.265625
pipuck15,0.398438,-8.10156,0.030625,0.265625
pipuck15,0.398438,-7.83594,0.03,0.265625
pipuck15,0.398438,-6.50781,0.970625,0.265625
pipuck15,0.398438,-6.24219,0.970625,0.265625
pipuck15,0.398438,-5.97656,0.9725,0.265625
pipuck15,0.398438,-5.71094,0.98125,0.265625
pipuck15,0.398438,-5.44531,0.989375,0.265625
pipuck15,0.398438,-5.17969,0.990625,0.265625
pipuck15,0.398438,-4.91406,0.991875,0.265625
pipuck15,0.398438,-4.64844,0.985,0.265625
pipuck15,0.398438,-3.58594,0.98875,0.265625
pipuck15,0.398438,-3.32031,0.989375,0.265625
pipuck15,0.398438,-3.05469,0.989375,0.265625
pipuck15,0.398438,-2.78906,0.97875,0.265625
pipuck15,0.398438,-2.52344,0.939375,0.265625
pipuck15,0.398438,-2.25781,0.933125,0.265625
pipuck15,0.398438,-1.99219,0.926875,0.265625
pipuck15,0.398438,-1.72656,0.925,0.265625
pipuck15,0.398438,1.99219,0.905625,0.265625
pipuck15,0.398438,2.25781,0.90625,0.265625
pipuck15,0.398438,2.52344,0.910625,0.265625
pipuck15,0.398438,2.78906,0.916875,0.265625
pipuck15,0.398438,3.05469,0.910625,0.265625
pipuck15,0.398438,3.32031,0.909375,0.265625
pipuck15,0.398438,3.58594,0.866875,0.265625
pipuck15,0.398438,3.85156,0.866875,0.265625
pipuck15,0.398438,4.11719,0.79375,0.265625
pipuck15,0.398438,4.38281,0.78875,0.265625
pipuck15,0.398438,4.64844,0.780625,0.265625
pipuck15,0.398438,4.91406,0.730625,0.265625
pipuck15,0.398438,5.17969,0.7275,0.265625
pipuck15,0.398438,5.44531,0.71875,0.265625
pipuck15,0.398438,5.71094,0.715,0.265625
pipuck15,0.398438,5.97656,0.715625,0.265625
pipuck15,0.398438,6.24219,0.715625,0.265625
pipuck15,0.398438,6.50781,0.701875,0.265625
pipuck15,0.398438,6.77344,0.696875,0.265625
pipuck15,0.398438,7.03906,0.694375,0.265625
pipuck15,0.398438,7.30469,0.688125,0.265625
pipuck15,0.398438,7.57031,0.68,0.265625
pipuck15,0.398438,7.83594,0.6775,0.265625
pipuck15,0.398438,9.42969,-1,0.265625
pipuck15,0.398438,9.69531,-1,0.265625
pipuck15,0.398438,9.96094,-1,0.265625
pipuck15,0.398438,10.2266,-1,0.265625
pipuck15,0.398438,10.4922,-1,0.265625
pipuck15,0.398438,10.7578,-1,0.265625
pipuck15,0.398438,11.0234,-1,0.265625
pipuck15,0.398438,11.2891,-1,0.265625
pipuck15,0.398438,11.5547,-1,0.265625
pipuck15,0.398438,11.8203,-1,0.265625
pipuck15,0.664062,-12.3516,0.6625,0.265625
pipuck15,0.664062,-12.0859,0.661875,0.265625
pipuck15,0.664062,-11.8203,0.66125,0.265625
pipuck15,0.664062,-11.5547,0.65875,0.265625
pipuck15,0.664062,-11.2891,0.65875,0.265625
pipuck15,0.664062,-11.0234,0.634375,0.265625
pipuck15,0.664062,-10.7578,-1,0.265625
pipuck15,0.664062,-10.4922,-1,0.265625
pipuck15,0.664062,-10.2266,-1,0.265625
pipuck15,0.664062,-9.96094,-1,0.265625
pipuck15,0.664062,-9.69531,-1,0.265625
pipuck15,0.664062,-9.42969,-1,0.265625
pipuck15,0.664062,-9.16406,-1,0.265625
pipuck15,0.664062,-8.89844,-1,0.265625
pipuck15,0.664062,-8.63281,0.010625,0.265625
pipuck15,0.664062,-8.36719,0.01875,0.265625
pipuck15,0.664062,-8.10156,-1,0.265625
pipuck15,0.664062,-7.83594,-1,0.265625
pipuck15,0.664062,-7.57031,-1,0.265625
pipuck15,0.664062,-6.77344,-1,0.265625
pipuck15,0.664062,-6.50781,0.970625,0.265625
pipuck15,0.664062,-6.24219,0.9725,0.265625
pipuck15,0.664062,-5.97656,0.98125,0.265625
pipuck15,0.664062,-5.71094,0.98125,0.265625
pipuck15,0.664062,-5.44531,0.99,0.265625
pipuck15,0.664062,-5.17969,0.99125,0.265625
pipuck15,0.664062,-4.91406,0.991875,0.265625
pipuck15,0.664062,-3.85156,0.9875,0.265625
pipuck15,0.664062,-3.58594,0.98875,0.265625
pipuck15,0.664062,-3.32031,0.98875,0.265625
pipuck15,0.664062,-3.05469,0.988125,0.265625
