agent_id,x,y,obstacle_pheromone,size
pipuck15,1.99219,11.8203,-1,0.265625
pipuck15,2.25781,-15.0078,0.521875,0.265625
pipuck15,2.25781,-14.7422,0.485,0.265625
pipuck15,2.25781,-14.4766,0.444375,0.265625
pipuck15,2.25781,-14.2109,-1,0.265625
pipuck15,2.25781,-13.9453,-1,0.265625
pipuck15,2.25781,-13.6797,-1,0.265625
pipuck15,2.25781,-13.4141,-1,0.265625
pipuck15,2.25781,-13.1484,-1,0.265625
pipuck15,2.25781,-12.8828,-1,0.265625
pipuck15,2.25781,-12.6172,-1,0.265625
pipuck15,2.25781,-12.3516,-1,0.265625
pipuck15,2.25781,-12.0859,-1,0.265625
pipuck15,2.25781,-11.8203,-1,0.265625
pipuck15,2.25781,-11.5547,-1,0.265625
pipuck15,2.25781,-11.2891,-1,0.265625
pipuck15,2.25781,-11.0234,0.069375,0.265625
pipuck15,2.25781,-10.7578,0.25,0.265625
pipuck15,2.25781,-10.4922,0.239375,0.265625
pipuck15,2.25781,-10.2266,-1,0.265625
pipuck15,2.25781,-8.36719,-1,0.265625
pipuck15,2.25781,-8.10156,-1,0.265625
pipuck15,2.25781,-7.83594,-1,0.265625
pipuck15,2.25781,-7.57031,-1,0.265625
pipuck15,2.25781,-7.03906,-1,0.265625
pipuck15,2.25781,-6.77344,-1,0.265625
pipuck15,2.25781,-3.05469,-1,0.265625
pipuck15,2.25781,6.50781,-1,0.265625
pipuck15,2.25781,9.16406,-1,0.265625
pipuck15,2.25781,9.42969,-1,0.265625
pipuck15,2.25781,9.69531,-1,0.265625
pipuck15,2.25781,9.96094,-1,0.265625
pipuck15,2.25781,11.2891,-1,0.265625
pipuck15,2.25781,11.5547,-1,0.265625
pipuck15,2.25781,11.8203,-1,0.265625
pipuck15,2.52344,-15.0078,0.46625,0.265625
pipuck15,2.52344,-14.7422,0.46875,0.265625
pipuck15,2.52344,-14.4766,0.445625,0.265625
pipuck15,2.52344,-14.2109,-1,0.265625
pipuck15,2.52344,-13.9453,-1,0.265625
pipuck15,2.52344,-13.6797,-1,0.265625
pipuck15,2.52344,-13.4141,-1,0.265625
pipuck15,2.52344,-13.1484,-1,0.265625
pipuck15,2.52344,-12.8828,-1,0.265625
pipuck15,2.52344,-12.6172,-1,0.265625
pipuck15,2.52344,-12.3516,-1,0.265625
pipuck15,2.52344,-12.0859,-1,0.265625
pipuck15,2.52344,-11.8203,-1,0.265625
pipuck15,2.52344,-11.5547,-1,0.265625
pipuck15,2.52344,-11.2891,-1,0.265625
pipuck15,2.52344,-11.0234,0.670625,0.265625
pipuck15,2.52344,-10.7578,0.67,0.265625
pipuck15,2.52344,-10.4922,0.663125,0.265625
pipuck15,2.52344,-10.2266,-1,0.265625
pipuck15,2.52344,-9.96094,-1,0.265625
pipuck15,2.52344,-8.10156,-1,0.265625
pipuck15,2.52344,-7.83594,-1,0.265625
pipuck15,2.52344,-7.57031,-1,0.265625
pipuck15,2.52344,-7.30469,-1,0.265625
pipuck15,2.52344,-7.03906,-1,0.265625
pipuck15,2.52344,-6.77344,-1,0.265625
pipuck15,2.52344,3.85156,-1,0.265625
pipuck15,2.52344,4.11719,-1,0.265625
pipuck15,2.52344,6.50781,-1,0.265625
pipuck15,2.52344,9.69531,-1,0.265625
pipuck15,2.52344,9.96094,-1,0.265625
pipuck15,2.52344,11.0234,-1,0.265625
pipuck15,2.52344,11.2891,-1,0.265625
pipuck15,2.52344,11.5547,-1,0.265625
pipuck15,2.52344,11.8203,-1,0.265625
pipuck15,2.78906,-15.0078,0.425,0.265625
pipuck15,2.78906,-14.7422,0.470625,0.265625
pipuck15,2.78906,-14.4766,0.446875,0.265625
pipuck15,2.78906,-14.2109,-1,0.265625
pipuck15,2.78906,-13.9453,-1,0.265625
pipuck15,2.78906,-13.6797,-1,0.265625
pipuck15,2.78906,-13.4141,-1,0.265625
pipuck15,2.78906,-13.1484,-1,0.265625
pipuck15,2.78906,-12.8828,-1,0.265625
pipuck15,2.78906,-12.6172,-1,0.265625
pipuck15,2.78906,-12.3516,-1,0.265625
pipuck15,2.78906,-12.0859,-1,0.265625
pipuck15,2.78906,-11.8203,-1,0.265625
pipuck15,2.78906,-11.5547,-1,0.265625
pipuck15,2.78906,-11.2891,-1,0.265625
pipuck15,2.78906,-11.0234,0.603125,0.265625
pipuck15,2.78906,-10.7578,0.70875,0.265625
pipuck15,2.78906,-10.4922,0.7675,0.265625
pipuck15,2.78906,-10.2266,-1,0.265625
pipuck15,2.78906,-9.96094,-1,0.265625
pipuck15,2.78906,-7.83594,-1,0.265625
pipuck15,2.78906,-7.57031,-1,0.265625
pipuck15,2.78906,-7.03906,-1,0.265625
pipuck15,2.78906,-6.77344,-1,0.265625
pipuck15,2.78906,6.24219,-1,0.265625
pipuck15,2.78906,9.69531,-1,0.265625
pipuck15,2.78906,9.96094,-1,0.265625
pipuck15,2.78906,10.2266,-1,0.265625
pipuck15,2.78906,11.0234,-1,0.265625
pipuck15,2.78906,11.2891,-1,0.265625
pipuck15,2.78906,11.5547,-1,0.265625
pipuck15,3.05469,-14.7422,0.47125,0.265625
pipuck15,3.05469,-14.4766,0.4475,0.265625
pipuck15,3.05469,-14.2109,0.20625,0.265625
pipuck15,3.05469,-13.9453,-1,0.265625
pipuck15,3.05469,-13.6797,-1,0.265625
pipuck15,3.05469,-13.4141,-1,0.265625
pipuck15,3.05469,-13.1484,-1,0.265625
pipuck15,3.05469,-12.8828,-1,0.265625
pipuck15,3.05469,-12.6172,-1,0.265625
pipuck15,3.05469,-12.3516,-1,0.265625
pipuck15,3.05469,-12.0859,-1,0.265625
pipuck15,3.05469,-11.8203,-1,0.265625
pipuck15,3.05469,-11.5547,-1,0.265625
pipuck15,3.05469,-11.2891,-1,0.265625
pipuck15,3.05469,-11.0234,-1,0.265625
pipuck15,3.05469,-10.7578,0.758125,0.265625
pipuck15,3.05469,-10.4922,0.769375,0.265625
pipuck15,3.05469,-10.2266,0.116875,0.265625
pipuck15,3.05469,-9.96094,-1,0.265625
pipuck15,3.05469,-8.10156,-1,0.265625
pipuck15,3.05469,-7.83594,-1,0.265625
pipuck15,3.05469,-7.57031,-1,0.265625
pipuck15,3.05469,-7.30469,-1,0.265625
pipuck15,3.05469,-7.03906,-1,0.265625
pipuck15,3.05469,-6.77344,-1,0.265625
pipuck15,3.05469,5.97656,0.26375,0.265625
pipuck15,3.05469,6.24219,0.268125,0.265625
pipuck15,3.05469,9.96094,-1,0.265625
pipuck15,3.05469,10.2266,-1,0.265625
pipuck15,3.05469,11.0234,-1,0.265625
pipuck15,3.05469,11.2891,-1,0.265625
pipuck15,3.32031,-14.7422,-1,0.265625
pipuck15,3.32031,-14.4766,0.404375,0.265625
pipuck15,3.32031,-14.2109,0.355625,0.265625
pipuck15,3.32031,-13.9453,-1,0.265625
pipuck15,3.32031,-13.6797,-1,0.265625
pipuck15,3.32031,-13.4141,-1,0.265625
pipuck15,3.32031,-13.1484,-1,0.265625
pipuck15,3.32031,-12.8828,-1,0.265625
pipuck15,3.32031,-12.6172,-1,0.265625
pipuck15,3.32031,-12.3516,-1,0.265625
pipuck15,3.32031,-12.0859,-1,0.265625
pipuck15,3.32031,-11.8203,-1,0.265625
pipuck15,3.32031,-11.2891,-1,0.265625
pipuck15,3.32031,-11.0234,-1,0.265625
pipuck15,3.32031,-10.7578,0.733125,0.265625
pipuck15,3.32031,-10.4922,0.901875,0.265625
pipuck15,3.32031,-10.2266,0.795625,0.265625
pipuck15,3.32031,-9.96094,-1,0.265625
pipuck15,3.32031,-7.83594,-1,0.265625
pipuck15,3.32031,-7.57031,-1,0.265625
pipuck15,3.32031,-7.30469,-1,0.265625
pipuck15,3.32031,-7.03906,-1,0.265625
pipuck15,3.32031,-6.77344,-1,0.265625
pipuck15,3.32031,-6.50781,-1,0.265625
pipuck15,3.32031,-4.11719,-1,0.265625
pipuck15,3.32031,-0.132812,-1,0.265625
pipuck15,3.32031,6.24219,0.261875,0.265625
pipuck15,3.32031,9.96094,-1,0.265625
pipuck15,3.32031,10.2266,-1,0.265625
pipuck15,3.32031,11.0234,-1,0.265625
pipuck15,3.32031,11.2891,-1,0.265625
pipuck15,3.58594,-14.7422,-1,0.265625
pipuck15,3.58594,-14.4766,-1,0.265625
pipuck15,3.58594,-14.2109,-1,0.265625
pipuck15,3.58594,-13.9453,-1,0.265625
pipuck15,3.58594,-13.6797,-1,0.265625
pipuck15,3.58594,-13.4141,-1,0.265625
pipuck15,3.58594,-13.1484,-1,0.265625
pipuck15,3.58594,-12.8828,-1,0.265625
pipuck15,3.58594,-12.6172,-1,0.265625
pipuck15,3.58594,-12.3516,-1,0.265625
pipuck15,3.58594,-12.0859,-1,0.265625
pipuck15,3.58594,-11.8203,-1,0.265625
pipuck15,3.58594,-11.5547,-1,0.265625
pipuck15,3.58594,-11.2891,-1,0.265625
pipuck15,3.58594,-11.0234,-1,0.265625
pipuck15,3.58594,-10.7578,0.75375,0.265625
pipuck15,3.58594,-10.4922,0.900625,0.265625
pipuck15,3.58594,-10.2266,0.829375,0.265625
pipuck15,3.58594,-9.96094,0.805625,0.265625
pipuck15,3.58594,-9.69531,-1,0.265625
pipuck15,3.58594,-7.57031,-1,0.265625
pipuck15,3.58594,-7.30469,-1,0.265625
pipuck15,3.58594,-7.03906,-1,0.265625
pipuck15,3.58594,-6.77344,-1,0.265625
pipuck15,3.58594,-6.50781,-1,0.265625
pipuck15,3.58594,-4.91406,-1,0.265625
pipuck15,3.58594,-4.64844,-1,0.265625
pipuck15,3.58594,-4.38281,-1,0.265625
pipuck15,3.58594,-4.11719,-1,0.265625
pipuck15,3.58594,-3.85156,-1,0.265625
pipuck15,3.58594,-0.132812,-1,0.265625
pipuck15,3.85156,-14.4766,-1,0.265625
pipuck15,3.85156,-14.2109,-1,0.265625
pipuck15,3.85156,-13.9453,-1,0.265625
pipuck15,3.85156,-13.6797,-1,0.265625
pipuck15,3.85156,-13.4141,-1,0.265625
pipuck15,3.85156,-13.1484,-1,0.265625
pipuck15,3.85156,-12.8828,-1,0.265625
pipuck15,3.85156,-12.6172,-1,0.265625
pipuck15,3.85156,-12.3516,-1,0.265625
pipuck15,3.85156,-12.0859,-1,0.265625
pipuck15,3.85156,-11.8203,-1,0.265625
pipuck15,3.85156,-11.5547,0.13625,0.265625
pipuck15,3.85156,-11.2891,-1,0.265625
pipuck15,3.85156,-11.0234,-1,0.265625
pipuck15,3.85156,-10.7578,-1,0.265625
pipuck15,3.85156,-10.4922,0.9,0.265625
pipuck15,3.85156,-10.2266,0.899375,0.265625
pipuck15,3.85156,-9.96094,0.871875,0.265625
pipuck15,3.85156,-9.69531,-1,0.265625
pipuck15,3.85156,-7.83594,-1,0.265625
pipuck15,3.85156,-7.57031,-1,0.265625
pipuck15,3.85156,-7.30469,-1,0.265625
pipuck15,3.85156,-7.03906,-1,0.265625
pipuck15,3.85156,-6.77344,-1,0.265625
pipuck15,3.85156,-5.97656,-1,0.265625
pipuck15,3.85156,-5.71094,-1,0.265625
pipuck15,3.85156,-5.44531,-1,0.265625
pipuck15,3.85156,-5.17969,-1,0.265625
pipuck15,3.85156,-4.91406,-1,0.265625
pipuck15,3.85156,-4.64844,-1,0.265625
pipuck15,3.85156,-4.38281,-1,0.265625
pipuck15,3.85156,-4.11719,-1,0.265625
pipuck15,3.85156,-3.85156,-1,0.265625
pipuck15,3.85156,-3.58594,-1,0.265625
pipuck15,3.85156,4.91406,-1,0.265625
pipuck15,3.85156,5.17969,0.258125,0.265625
pipuck15,3.85156,5.44531,-1,0.265625
pipuck15,4.11719,-14.4766,-1,0.265625
pipuck15,4.11719,-14.2109,-1,0.265625
pipuck15,4.11719,-13.9453,-1,0.265625
pipuck15,4.11719,-13.6797,-1,0.265625
pipuck15,4.11719,-13.4141,-1,0.265625
pipuck15,4.11719,-13.1484,-1,0.265625
pipuck15,4.11719,-12.8828,-1,0.265625
pipuck15,4.11719,-12.6172,-1,0.265625
pipuck15,4.11719,-12.3516,-1,0.265625
pipuck15,4.11719,-12.0859,-1,0.265625
pipuck15,4.11719,-11.5547,0.859375,0.265625
pipuck15,4.11719,-11.2891,-1,0.265625
pipuck15,4.11719,-11.0234,-1,0.265625
pipuck15,4.11719,-10.7578,-1,0.265625
pipuck15,4.11719,-10.4922,0.863125,0.265625
pipuck15,4.11719,-10.2266,0.995,0.265625
pipuck15,4.11719,-9.96094,0.993125,0.265625
pipuck15,4.11719,-9.69531,-1,0.265625
pipuck15,4.11719,-6.77344,-1,0.265625
pipuck15,4.11719,-5.97656,-1,0.265625
pipuck15,4.11719,-5.71094,-1,0.265625
pipuck15,4.11719,-5.17969,-1,0.265625
pipuck15,4.11719,-4.91406,-1,0.265625
pipuck15,4.11719,-4.64844,-1,0.265625
pipuck15,4.11719,-4.38281,-1,0.265625
pipuck15,4.11719,-4.11719,-1,0.265625
pipuck15,4.11719,-3.85156,-1,0.265625
pipuck15,4.11719,1.46094,-1,0.265625
pipuck15,4.11719,2.25781,-1,0.265625
pipuck15,4.11719,4.91406,0.2575,0.265625
pipuck15,4.11719,5.17969,0.25875,0.265625
pipuck15,4.11719,5.44531,0.253125,0.265625
pipuck15,4.11719,5.71094,0.170625,0.265625
pipuck15,4.11719,7.03906,0.153125,0.265625
pipuck15,4.11719,7.30469,0.165625,0.265625
pipuck15,4.38281,-14.4766,-1,0.265625
pipuck15,4.38281,-14.2109,-1,0.265625
pipuck15,4.38281,-13.9453,-1,0.265625
pipuck15,4.38281,-13.6797,-1,0.265625
pipuck15,4.38281,-13.4141,-1,0.265625
pipuck15,4.38281,-13.1484,-1,0.265625
pipuck15,4.38281,-12.8828,-1,0.265625
pipuck15,4.38281,-12.6172,-1,0.265625
pipuck15,4.38281,-12.3516,-1,0.265625
pipuck15,4.38281,-12.0859,-1,0.265625
pipuck15,4.38281,-11.8203,-1,0.265625
pipuck15,4.38281,-11.5547,-1,0.265625
pipuck15,4.38281,-11.2891,-1,0.265625
pipuck15,4.38281,-11.0234,-1,0.265625
pipuck15,4.38281,-10.7578,-1,0.265625
pipuck15,4.38281,-10.4922,0.78875,0.265625
pipuck15,4.38281,-10.2266,0.998125,0.265625
pipuck15,4.38281,-9.96094,0.99875,0.265625
pipuck15,4.38281,-9.69531,-1,0.265625
pipuck15,4.38281,-9.42969,-1,0.265625
pipuck15,4.38281,-6.77344,-1,0.265625
pipuck15,4.38281,-5.97656,-1,0.265625
pipuck15,4.38281,-5.71094,-1,0.265625
pipuck15,4.38281,-5.44531,-1,0.265625
pipuck15,4.38281,-5.17969,-1,0.265625
pipuck15,4.38281,-4.91406,-1,0.265625
pipuck15,4.38281,-4.64844,-1,0.265625
pipuck15,4.38281,-4.38281,-1,0.265625
pipuck15,4.38281,4.91406,0.23125,0.265625
pipuck15,4.38281,5.17969,0.25375,0.265625
pipuck15,4.38281,5.44531,0.234375,0.265625
pipuck15,4.38281,5.71094,0.23625,0.265625
pipuck15,4.38281,5.97656,0.23375,0.265625
pipuck15,4.38281,6.24219,0.1775,0.265625
pipuck15,4.38281,6.50781,0.198125,0.265625
pipuck15,4.38281,6.77344,0.171875,0.265625
pipuck15,4.38281,7.03906,0.14375,0.265625
pipuck15,4.64844,-14.2109,-1,0.265625
pipuck15,4.64844,-13.9453,-1,0.265625
pipuck15,4.64844,-13.6797,0.8275,0.265625
pipuck15,4.64844,-13.4141,-1,0.265625
pipuck15,4.64844,-13.1484,-1,0.265625
pipuck15,4.64844,-12.8828,-1,0.265625
pipuck15,4.64844,-12.6172,-1,0.265625
pipuck15,4.64844,-12.3516,-1,0.265625
pipuck15,4.64844,-12.0859,-1,0.265625
pipuck15,4.64844,-11.8203,-1,0.265625
pipuck15,4.64844,-11.5547,-1,0.265625
pipuck15,4.64844,-11.2891,0.278125,0.265625
pipuck15,4.64844,-11.0234,-1,0.265625
pipuck15,4.64844,-10.7578,0.721875,0.265625
pipuck15,4.64844,-10.4922,0.500625,0.265625
pipuck15,4.64844,-10.2266,0.885625,0.265625
pipuck15,4.64844,-9.96094,0.88625,0.265625
pipuck15,4.64844,-9.69531,0.7725,0.265625
pipuck15,4.64844,-9.42969,-1,0.265625
pipuck15,4.64844,-5.97656,-1,0.265625
pipuck15,4.64844,-5.71094,-1,0.265625
pipuck15,4.64844,-5.44531,-1,0.265625
pipuck15,4.64844,-5.17969,-1,0.265625
pipuck15,4.64844,-2.78906,-1,0.265625
pipuck15,4.64844,5.71094,0.19,0.265625
pipuck15,4.64844,5.97656,0.199375,0.265625
pipuck15,4.64844,6.24219,0.194375,0.265625
pipuck15,4.64844,6.50781,0.1975,0.265625
pipuck15,4.91406,-14.2109,-1,0.265625
pipuck15,4.91406,-13.9453,0.7475,0.265625
pipuck15,4.91406,-13.6797,0.839375,0.265625
pipuck15,4.91406,-13.4141,0.80125,0.265625
pipuck15,4.91406,-13.1484,-1,0.265625
pipuck15,4.91406,-12.8828,-1,0.265625
pipuck15,4.91406,-12.6172,-1,0.265625
pipuck15,4.91406,-12.3516,-1,0.265625
pipuck15,4.91406,-12.0859,-1,0.265625
pipuck15,4.91406,-11.8203,0.111875,0.265625
pipuck15,4.91406,-11.5547,-1,0.265625
pipuck15,4.91406,-11.2891,-1,0.265625
pipuck15,4.91406,-11.0234,0.74,0.265625
pipuck15,4.91406,-10.7578,-1,0.265625
pipuck15,4.91406,-10.4922,-1,0.265625
pipuck15,4.91406,-10.2266,0.82875,0.265625
pipuck15,4.91406,-9.96094,0.88,0.265625
pipuck15,4.91406,-9.69531,0.87375,0.265625
pipuck15,4.91406,-9.42969,-1,0.265625
pipuck15,4.91406,-9.16406,-1,0.265625
pipuck15,4.91406,-2.78906,-1,0.265625
pipuck15,4.91406,-2.52344,-1,0.265625
pipuck15,4.91406,7.83594,0.179375,0.265625
pipuck15,4.91406,8.10156,0.1575,0.265625
pipuck15,4.91406,9.96094,-1,0.265625
pipuck15,4.91406,10.2266,-1,0.265625
pipuck15,5.17969,-14.2109,-1,0.265625
pipuck15,5.17969,-13.9453,0.719375,0.265625
pipuck15,5.17969,-13.6797,0.84875,0.265625
pipuck15,5.17969,-13.4141,0.8425,0.265625
pipuck15,5.17969,-13.1484,-1,0.265625
pipuck15,5.17969,-12.8828,-1,0.265625
pipuck15,5.17969,-12.6172,-1,0.265625
pipuck15,5.17969,-12.3516,-1,0.265625
pipuck15,5.17969,-12.0859,-1,0.265625
pipuck15,5.17969,-11.8203,0.134375,0.265625
pipuck15,5.17969,-11.5547,0.751875,0.265625
pipuck15,5.17969,-11.2891,0.8425,0.265625
pipuck15,5.17969,-11.0234,-1,0.265625
pipuck15,5.17969,-10.7578,-1,0.265625
pipuck15,5.17969,-10.4922,0.44375,0.265625
pipuck15,5.17969,-10.2266,0.43875,0.265625
pipuck15,5.17969,-9.96094,0.89625,0.265625
pipuck15,5.17969,-9.69531,0.896875,0.265625
pipuck15,5.17969,-9.42969,-1,0.265625
pipuck15,5.17969,-9.16406,-1,0.265625
pipuck15,5.17969,7.03906,0.213125,0.265625
pipuck15,5.17969,7.30469,0.1875,0.265625
pipuck15,5.17969,7.57031,0.1775,0.265625
pipuck15,5.17969,7.83594,0.178125,0.265625
pipuck15,5.17969,9.69531,-1,0.265625
pipuck15,5.17969,9.96094,-1,0.265625
pipuck15,5.17969,10.2266,-1,0.265625
pipuck15,5.44531,-13.9453,0.71875,0.265625
pipuck15,5.44531,-13.6797,0.846875,0.265625
pipuck15,5.44531,-13.4141,0.848125,0.265625
pipuck15,5.44531,-13.1484,-1,0.265625
pipuck15,5.44531,-12.8828,-1,0.265625
pipuck15,5.44531,-12.3516,-1,0.265625
pipuck15,5.44531,-12.0859,-1,0.265625
pipuck15,5.44531,-11.8203,0.13375,0.265625
pipuck15,5.44531,-11.5547,-1,0.265625
pipuck15,5.44531,-11.2891,0.833125,0.265625
pipuck15,5.44531,-11.0234,-1,0.265625
pipuck15,5.44531,-10.7578,0.783125,0.265625
pipuck15,5.44531,-10.4922,0.443125,0.265625
pipuck15,5.44531,-10.2266,0.440625,0.265625
pipuck15,5.44531,-9.96094,0.831875,0.265625
pipuck15,5.44531,-9.69531,0.858125,0.265625
pipuck15,5.44531,-9.42969,-1,0.265625
pipuck15,5.44531,-9.16406,-1,0.265625
pipuck15,5.44531,-1.99219,-1,0.265625
pipuck15,5.44531,-1.46094,-1,0.265625
pipuck15,5.44531,6.24219,0.20125,0.265625
pipuck15,5.44531,6.50781,0.229375,0.265625
pipuck15,5.44531,6.77344,0.230625,0.265625
pipuck15,5.44531,7.03906,0.209375,0.265625
pipuck15,5.44531,7.30469,0.20625,0.265625
pipuck15,5.44531,7.57031,0.16,0.265625
pipuck15,5.44531,9.42969,-1,0.265625
pipuck15,5.44531,9.69531,-1,0.265625
pipuck15,5.44531,9.96094,-1,0.265625
pipuck15,5.44531,10.2266,-1,0.265625
pipuck15,5.44531,10.4922,-1,0.265625
pipuck15,5.44531,11.2891,-1,0.265625
pipuck15,5.44531,12.3516,-1,0.265625
pipuck15,5.71094,-13.9453,0.705,0.265625
pipuck15,5.71094,-13.6797,0.845,0.265625
pipuck15,5.71094,-13.4141,0.835625,0.265625
pipuck15,5.71094,-13.1484,-1,0.265625
pipuck15,5.71094,-12.8828,-1,0.265625
pipuck15,5.71094,-12.6172,-1,0.265625
pipuck15,5.71094,-12.3516,-1,0.265625
pipuck15,5.71094,-12.0859,-1,0.265625
pipuck15,5.71094,-11.8203,-1,0.265625
pipuck15,5.71094,-11.5547,-1,0.265625
pipuck15,5.71094,-11.2891,-1,0.265625
pipuck15,5.71094,-11.0234,-1,0.265625
pipuck15,5.71094,-10.7578,0.27375,0.265625
pipuck15,5.71094,-10.4922,-1,0.265625
pipuck15,5.71094,-10.2266,0.370625,0.265625
pipuck15,5.71094,-9.96094,0.9675,0.265625
pipuck15,5.71094,-9.69531,0.996875,0.265625
pipuck15,5.71094,-9.42969,0.998125,0.265625
pipuck15,5.71094,-9.16406,-1,0.265625
pipuck15,5.71094,-8.89844,-1,0.265625
pipuck15,5.71094,-2.25781,-1,0.265625
pipuck15,5.71094,2.25781,-1,0.265625
pipuck15,5.71094,2.52344,-1,0.265625
pipuck15,5.71094,2.78906,0.07875,0.265625
pipuck15,5.71094,5.17969,0.103125,0.265625
pipuck15,5.71094,5.44531,0.18625,0.265625
pipuck15,5.71094,5.71094,0.248125,0.265625
pipuck15,5.71094,5.97656,0.24625,0.265625
pipuck15,5.71094,6.24219,0.22875,0.265625
pipuck15,5.71094,6.50781,0.2175,0.265625
pipuck15,5.71094,6.77344,0.216875,0.265625
pipuck15,5.71094,7.03906,0.206875,0.265625
pipuck15,5.71094,9.42969,-1,0.265625
pipuck15,5.71094,9.69531,-1,0.265625
pipuck15,5.71094,9.96094,0.001875,0.265625
pipuck15,5.71094,10.2266,-1,0.265625
pipuck15,5.71094,11.0234,-1,0.265625
pipuck15,5.71094,11.2891,-1,0.265625
pipuck15,5.71094,12.0859,-1,0.265625
pipuck15,5.71094,12.3516,-1,0.265625
pipuck15,5.71094,12.6172,-1,0.265625
pipuck15,5.97656,-13.9453,-1,0.265625
pipuck15,5.97656,-13.6797,0.72375,0.265625
pipuck15,5.97656,-13.4141,0.885,0.265625
pipuck15,5.97656,-13.1484,-1,0.265625
pipuck15,5.97656,-12.3516,0.15,0.265625
pipuck15,5.97656,-12.0859,-1,0.265625
pipuck15,5.97656,-11.8203,-1,0.265625
pipuck15,5.97656,-11.5547,-1,0.265625
pipuck15,5.97656,-11.2891,-1,0.265625
pipuck15,5.97656,-11.0234,0.78875,0.265625
pipuck15,5.97656,-10.7578,0.83875,0.265625
pipuck15,5.97656,-10.4922,0.9775,0.265625
pipuck15,5.97656,-10.2266,0.900625,0.265625
pipuck15,5.97656,-9.96094,0.96375,0.265625
pipuck15,5.97656,-9.69531,0.99875,0.265625
pipuck15,5.97656,-9.42969,0.9975,0.265625
pipuck15,5.97656,-9.16406,-1,0.265625
pipuck15,5.97656,1.46094,-1,0.265625
pipuck15,5.97656,1.72656,-1,0.265625
pipuck15,5.97656,1.99219,-1,0.265625
pipuck15,5.97656,2.25781,-1,0.265625
pipuck15,5.97656,2.52344,0.0775,0.265625
pipuck15,5.97656,2.78906,0.07625,0.265625
pipuck15,5.97656,3.05469,-1,0.265625
pipuck15,5.97656,3.32031,-1,0.265625
pipuck15,5.97656,4.64844,0.096875,0.265625
pipuck15,5.97656,4.91406,0.25625,0.265625
pipuck15,5.97656,5.17969,0.2575,0.265625
pipuck15,5.97656,5.44531,0.249375,0.265625
pipuck15,5.97656,5.71094,0.225625,0.265625
pipuck15,5.97656,5.97656,0.245625,0.265625
pipuck15,5.97656,6.24219,0.243125,0.265625
pipuck15,5.97656,9.16406,-1,0.265625
pipuck15,5.97656,9.42969,-1,0.265625
pipuck15,5.97656,9.69531,0.00375,0.265625
pipuck15,5.97656,9.96094,0.0025,0.265625
pipuck15,5.97656,10.2266,0.003125,0.265625
pipuck15,5.97656,10.7578,-1,0.265625
pipuck15,5.97656,11.0234,-1,0.265625
pipuck15,5.97656,11.2891,-1,0.265625
pipuck15,5.97656,12.0859,-1,0.265625
pipuck15,5.97656,12.3516,-1,0.265625
pipuck15,5.97656,12.6172,-1,0.265625
pipuck15,6.24219,-13.9453,0.7225,0.265625
pipuck15,6.24219,-13.6797,0.724375,0.265625
pipuck15,6.24219,-13.4141,0.88125,0.265625
pipuck15,6.24219,-13.1484,0.881875,0.265625
pipuck15,6.24219,-12.6172,0.7825,0.265625
pipuck15,6.24219,-12.3516,-1,0.265625
pipuck15,6.24219,-12.0859,0.725,0.265625
pipuck15,6.24219,-11.8203,-1,0.265625
pipuck15,6.24219,-11.5547,-1,0.265625
pipuck15,6.24219,-11.2891,-1,0.265625
pipuck15,6.24219,-11.0234,0.888125,0.265625
pipuck15,6.24219,-10.7578,0.99875,0.265625
pipuck15,6.24219,-10.4922,0.998125,0.265625
pipuck15,6.24219,-10.2266,0.963125,0.265625
pipuck15,6.24219,-9.96094,0.985,0.265625
pipuck15,6.24219,-9.69531,0.9825,0.265625
pipuck15,6.24219,-9.42969,0.980625,0.265625
pipuck15,6.24219,-9.16406,0.689375,0.265625
pipuck15,6.24219,0.929688,-1,0.265625
pipuck15,6.24219,1.19531,-1,0.265625
pipuck15,6.24219,1.46094,-1,0.265625
pipuck15,6.24219,1.72656,-1,0.265625
pipuck15,6.24219,1.99219,-1,0.265625
pipuck15,6.24219,2.25781,-1,0.265625
pipuck15,6.24219,2.52344,-1,0.265625
pipuck15,6.24219,2.78906,0.076875,0.265625
pipuck15,6.24219,3.05469,0.075625,0.265625
pipuck15,6.24219,4.91406,0.255625,0.265625
pipuck15,6.24219,5.17969,0.253125,0.265625
pipuck15,6.24219,5.44531,0.224375,0.265625
pipuck15,6.24219,9.16406,-1,0.265625
pipuck15,6.24219,9.42969,-1,0.265625
pipuck15,6.24219,9.69531,-1,0.265625
pipuck15,6.24219,9.96094,-1,0.265625
pipuck15,6.24219,10.4922,-1,0.265625
pipuck15,6.24219,10.7578,-1,0.265625
pipuck15,6.24219,11.0234,-1,0.265625
pipuck15,6.24219,11.2891,-1,0.265625
pipuck15,6.24219,11.8203,-1,0.265625
pipuck15,6.24219,12.0859,-1,0.265625
pipuck15,6.24219,12.3516,-1,0.265625
pipuck15,6.24219,12.6172,-1,0.265625
pipuck15,6.24219,13.6797,-1,0.265625
pipuck15,6.50781,-13.9453,-1,0.265625
pipuck15,6.50781,-13.6797,0.725625,0.265625
pipuck15,6.50781,-13.4141,0.8775,0.265625
pipuck15,6.50781,-13.1484,0.88,0.265625
pipuck15,6.50781,-12.8828,0.46625,0.265625
pipuck15,6.50781,-12.0859,0.8425,0.265625
pipuck15,6.50781,-11.8203,-1,0.265625
